"","Room","Price","Region"
"1718","5-Room",6e+05,"North-East"
"1719","5-Room",618000,"East"
"1721","3-Room",288000,"Central"
"1722","4-Room",699000,"Central"
"1723","5-Room",768000,"North-East"
"1724","4-Room",588000,"North-East"
"1725","4-Room",530000,"North-East"
"1726","3-Room",428888,"Central"
"1727","5-Room",510000,"North-East"
"1728","HDB Executive",742888,"North-East"
"1729","4-Room",648888,"East"
"1730","5-Room",720000,"North-East"
"1731","5-Room",850000,"East"
"1732","HDB Executive",680000,"North"
"1733","3-Room",249000,"North"
"1734","5-Room",538000,"East"
"1735","5-Room",510000,"North-East"
"1736","4-Room",860000,"Central"
"1737","HDB Executive",650000,"West"
"1738","4-Room",455000,"West"
"1739","4-Room",510000,"North-East"
"1740","5-Room",549000,"North-East"
"1741","4-Room",728000,"West"
"1743","4-Room",378000,"West"
"1744","4-Room",790000,"West"
"1745","4-Room",850000,"Central"
"1746","5-Room",5e+05,"West"
"1747","HDB Executive",620000,"North"
"1748","4-Room",760000,"Central"
"1749","3-Room",280000,"West"
"1750","5-Room",588000,"East"
"1751","4-Room",370000,"North"
"1752","HDB Executive",813000,"West"
"1753","4-Room",650000,"Central"
"1754","5-Room",560000,"North"
"1755","3-Room",398000,"East"
"1756","HDB Executive",1e+06,"East"
"1757","HDB Executive",648888,"West"
"1758","5-Room",420000,"North"
"1759","4-Room",830000,"Central"
"1760","3-Room",328000,"Central"
"1761","3-Room",999000,"Central"
"1762","4-Room",849000,"Central"
"1763","4-Room",420000,"North-East"
"1764","4-Room",425000,"West"
"1765","HDB Executive",698000,"East"
"1766","4-Room",728000,"West"
"1767","3-Room",550000,"Central"
"1768","5-Room",1050000,"Central"
"1769","HDB Executive",628000,"East"
"1770","4-Room",420000,"North-East"
"1771","4-Room",475000,"North-East"
"1772","4-Room",522000,"North-East"
"1773","4-Room",468888,"North-East"
"1774","4-Room",438000,"North-East"
"1775","5-Room",625000,"North-East"
"1777","4-Room",780000,"Central"
"1778","4-Room",890000,"Central"
"1779","5-Room",708000,"Central"
"1780","4-Room",499999,"North-East"
"1781","HDB Executive",950000,"Central"
"1782","4-Room",520000,"East"
"1784","4-Room",588000,"North-East"
"1785","HDB Executive",718000,"North-East"
"1786","4-Room",1200000,"Central"
"1787","5-Room",520000,"North-East"
"1788","4-Room",399999,"North-East"
"1789","5-Room",545000,"Central"
"1790","4-Room",799000,"Central"
"1791","5-Room",525000,"Central"
"1792","HDB Executive",620000,"West"
"1793","4-Room",540000,"East"
"1794","5-Room",5e+05,"North-East"
"1795","5-Room",620000,"North-East"
"1796","4-Room",850000,"Central"
"1797","4-Room",849000,"Central"
"1798","4-Room",880000,"Central"
"1799","HDB Executive",638888,"North-East"
"1801","4-Room",9e+05,"Central"
"1802","5-Room",488000,"North-East"
"1803","4-Room",479000,"North-East"
"1804","HDB Executive",1080000,"North-East"
"1805","3-Room",369000,"North-East"
"1806","5-Room",650000,"North-East"
"1807","5-Room",545000,"Central"
"1808","3-Room",290000,"North-East"
"1809","5-Room",725000,"Central"
"1810","5-Room",765000,"Central"
"1811","HDB Executive",628000,"East"
"1812","4-Room",550000,"Central"
"1813","HDB Executive",6e+05,"West"
"1814","4-Room",520000,"North-East"
"1815","4-Room",859999,"Central"
"1816","3-Room",438000,"Central"
"1817","Multi-Gen/Jumbo",790000,"East"
"1818","Multi-Gen/Jumbo",8e+05,"East"
"1819","5-Room",552000,"North-East"
"1820","4-Room",468000,"North-East"
"1821","HDB Executive",788888,"East"
"1822","4-Room",835000,"Central"
"1823","4-Room",880000,"Central"
"1824","5-Room",550000,"East"
"1826","4-Room",415000,"Central"
"1827","3-Room",315000,"Central"
"1828","4-Room",675000,"North-East"
"1829","4-Room",650000,"East"
"1830","5-Room",520000,"North-East"
"1831","5-Room",9e+05,"Central"
"1832","HDB Executive",738000,"North-East"
"1833","5-Room",750000,"Central"
"1834","5-Room",5e+05,"North-East"
"1835","4-Room",649000,"North-East"
"1836","5-Room",438000,"North-East"
"1837","4-Room",720000,"Central"
"1838","4-Room",480000,"North-East"
"1839","4-Room",650000,"East"
"1840","4-Room",490000,"North-East"
"1841","5-Room",780000,"North-East"
"1842","4-Room",450000,"North-East"
"1843","5-Room",548000,"West"
"1844","5-Room",530000,"North-East"
"1845","HDB Executive",850000,"East"
"1846","5-Room",1180000,"West"
"1847","4-Room",438000,"East"
"1848","5-Room",710000,"East"
"1849","4-Room",418000,"East"
"1850","5-Room",599999,"North-East"
"1851","5-Room",450000,"North"
"1852","4-Room",480000,"North-East"
"1853","4-Room",688000,"East"
"1854","5-Room",646000,"North-East"
"1855","4-Room",570000,"North-East"
"1856","5-Room",475000,"North-East"
"1857","5-Room",549999,"West"
"1858","5-Room",518000,"North-East"
"1859","4-Room",448000,"North-East"
"1860","3-Room",315000,"Central"
"1861","5-Room",738000,"East"
"1862","4-Room",538000,"North-East"
"1863","3-Room",240000,"Central"
"1864","4-Room",468000,"North-East"
"1865","4-Room",450000,"East"
"1866","3-Room",4e+05,"Central"
"1867","4-Room",699000,"Central"
"1868","3-Room",355000,"North-East"
"1869","5-Room",558888,"Central"
"1870","5-Room",450000,"North-East"
"1871","3-Room",428888,"Central"
"1872","4-Room",625000,"East"
"1873","4-Room",860000,"Central"
"1874","5-Room",1180000,"Central"
"1875","5-Room",680000,"North-East"
"1876","4-Room",660000,"Central"
"1877","4-Room",420000,"North"
"1878","5-Room",558000,"East"
"1879","5-Room",590000,"East"
"1880","5-Room",8e+05,"Central"
"1881","5-Room",750000,"East"
"1882","3-Room",360000,"North"
"1883","4-Room",650000,"Central"
"1884","4-Room",560000,"North-East"
"1885","5-Room",618000,"West"
"1886","5-Room",805000,"West"
"1887","4-Room",530000,"North-East"
"1888","HDB Executive",1080000,"North-East"
"1889","4-Room",580000,"North-East"
"1890","4-Room",680000,"Central"
"1891","4-Room",480000,"Central"
"1892","HDB Executive",665000,"North-East"
"1893","4-Room",698000,"East"
"1894","3-Room",355000,"North-East"
"1895","5-Room",720000,"Central"
"1896","4-Room",468000,"North-East"
"1897","HDB Executive",660000,"North-East"
"1898","3-Room",280000,"Central"
"1899","5-Room",8e+05,"Central"
"1900","5-Room",618000,"North-East"
"1901","4-Room",723000,"East"
"1902","4-Room",718000,"East"
"1903","4-Room",720000,"Central"
"1904","3-Room",4e+05,"Central"
"1905","HDB Executive",760000,"East"
"1906","5-Room",550000,"North-East"
"1907","Multi-Gen/Jumbo",1080000,"North-East"
"1908","4-Room",395000,"East"
"1910","5-Room",569000,"North-East"
"1911","3-Room",308000,"North-East"
"1912","3-Room",460000,"East"
"1913","5-Room",4e+05,"North"
"1914","5-Room",550000,"West"
"1915","4-Room",595000,"East"
"1916","5-Room",880000,"North-East"
"1917","3-Room",3e+05,"East"
"1919","5-Room",880000,"North-East"
"1920","5-Room",7e+05,"North-East"
"1921","4-Room",560000,"West"
"1922","5-Room",450000,"North"
"1923","5-Room",520000,"West"
"1924","4-Room",850000,"Central"
"1925","HDB Executive",930000,"North-East"
"1926","3-Room",288000,"Central"
"1927","3-Room",298000,"Central"
"1928","3-Room",315000,"Central"
"1929","4-Room",850000,"Central"
"1930","4-Room",510000,"North"
"1931","4-Room",550000,"North-East"
"1932","5-Room",420000,"North-East"
"1933","4-Room",570000,"North-East"
"1934","HDB Executive",738000,"North-East"
"1935","4-Room",470000,"North-East"
"1936","3-Room",398000,"North-East"
"1937","3-Room",260000,"Central"
"1938","4-Room",650000,"East"
"1939","4-Room",415000,"North-East"
"1940","4-Room",650000,"East"
"1941","4-Room",468000,"West"
"1942","3-Room",405000,"Central"
"1943","3-Room",288000,"Central"
"1944","4-Room",560000,"Central"
"1945","5-Room",520000,"North-East"
"1946","5-Room",738000,"North-East"
"1947","HDB Executive",645000,"West"
"1948","5-Room",459000,"North-East"
"1949","4-Room",850000,"Central"
"1950","HDB Executive",648000,"West"
"1951","5-Room",808000,"Central"
"1952","5-Room",515000,"North-East"
"1953","5-Room",630000,"West"
"1954","4-Room",760000,"Central"
"1955","HDB Executive",995000,"Central"
"1956","4-Room",480000,"Central"
"1957","4-Room",470000,"West"
"1958","4-Room",465000,"North-East"
"1959","4-Room",435000,"North-East"
"1960","4-Room",860000,"Central"
"1961","4-Room",760000,"Central"
"1962","4-Room",518000,"North-East"
"1963","5-Room",640000,"North-East"
"1964","4-Room",460000,"East"
"1965","4-Room",660000,"East"
"1966","5-Room",678000,"North-East"
"1967","4-Room",4e+05,"Central"
"1968","5-Room",480000,"North"
"1969","5-Room",528000,"North-East"
"1970","4-Room",435000,"East"
"1971","5-Room",525000,"Central"
"1972","4-Room",499000,"North-East"
"1973","3-Room",649000,"North-East"
"1974","4-Room",849000,"Central"
"1975","3-Room",288000,"Central"
"1976","4-Room",468000,"North-East"
"1977","HDB Executive",738888,"North-East"
"1979","3-Room",290000,"East"
"1980","5-Room",998000,"Central"
"1981","HDB Executive",679000,"West"
"1983","3-Room",360000,"West"
"1984","4-Room",680000,"Central"
"1985","4-Room",550000,"East"
"1986","5-Room",8e+05,"North-East"
"1987","5-Room",1080000,"Central"
"1988","5-Room",598000,"East"
"1989","5-Room",885777,"Central"
"1990","5-Room",920000,"Central"
"1991","5-Room",499000,"West"
"1992","5-Room",610000,"North-East"
"1993","HDB Executive",850000,"North-East"
"1994","5-Room",560000,"North-East"
"1995","4-Room",799999,"West"
"1996","5-Room",540000,"East"
"1997","4-Room",550000,"East"
"1998","3-Room",350000,"Central"
"1999","4-Room",578000,"North-East"
"2000","4-Room",695000,"East"
"2001","4-Room",430000,"North-East"
"2003","4-Room",515000,"North-East"
"2004","HDB Executive",688000,"West"
"2005","4-Room",780000,"Central"
"2006","4-Room",650000,"East"
"2007","5-Room",580000,"West"
"2008","4-Room",750000,"East"
"2009","3-Room",5e+05,"East"
"2010","3-Room",369000,"North-East"
"2011","4-Room",760000,"Central"
"2012","3-Room",5e+05,"Central"
"2014","3-Room",340000,"Central"
"2015","4-Room",475000,"North-East"
"2016","5-Room",765000,"Central"
"2017","3-Room",380000,"Central"
"2018","5-Room",599000,"East"
"2019","5-Room",498000,"North"
"2021","HDB Executive",680000,"East"
"2022","3-Room",375000,"East"
"2023","5-Room",6e+05,"North-East"
"2024","4-Room",550000,"East"
"2025","1-Room",598000,"North-East"
"2026","4-Room",535000,"North-East"
"2027","4-Room",860000,"Central"
"2028","3-Room",320000,"West"
"2029","3-Room",350000,"Central"
"2030","4-Room",380000,"North"
"2031","HDB Executive",698000,"North-East"
"2033","3-Room",458000,"North-East"
"2034","5-Room",618000,"North-East"
"2035","5-Room",635000,"North-East"
"2036","4-Room",468000,"North-East"
"2037","4-Room",450000,"West"
"2038","HDB Executive",788888,"East"
"2039","4-Room",450000,"Central"
"2040","4-Room",7e+05,"North-East"
"2041","5-Room",798888,"West"
"2042","4-Room",468000,"East"
"2043","5-Room",520000,"North-East"
"2044","HDB Executive",620000,"West"
"2045","5-Room",730000,"Central"
"2046","4-Room",399999,"North-East"
"2047","4-Room",495000,"Central"
"2048","4-Room",728000,"Central"
"2049","4-Room",8e+05,"Central"
"2050","5-Room",650000,"North-East"
"2051","4-Room",538000,"North-East"
"2052","4-Room",7e+05,"Central"
"2053","5-Room",8e+05,"Central"
"2054","5-Room",480000,"East"
"2055","4-Room",650000,"East"
"2056","4-Room",465000,"West"
"2057","4-Room",495000,"West"
"2058","4-Room",480000,"Central"
"2059","4-Room",518000,"North-East"
"2060","4-Room",748000,"West"
"2061","3-Room",395000,"Central"
"2062","4-Room",535000,"North-East"
"2063","4-Room",728000,"Central"
"2064","4-Room",695000,"East"
"2065","4-Room",430000,"East"
"2066","4-Room",450000,"North-East"
"2067","3-Room",240000,"Central"
"2068","4-Room",538000,"West"
"2069","5-Room",630000,"North-East"
"2070","Multi-Gen/Jumbo",7e+05,"North"
"2071","3-Room",288000,"North"
"2072","4-Room",420000,"North-East"
"2073","3-Room",330000,"East"
"2074","5-Room",590000,"West"
"2075","4-Room",720000,"Central"
"2076","5-Room",520000,"North-East"
"2077","5-Room",580000,"North-East"
"2078","4-Room",7e+05,"Central"
"2080","3-Room",435000,"North-East"
"2081","3-Room",3e+05,"North-East"
"2082","4-Room",780000,"West"
"2083","4-Room",430000,"East"
"2084","4-Room",585000,"East"
"2085","4-Room",4e+05,"Central"
"2086","4-Room",788000,"Central"
"2087","4-Room",599000,"North-East"
"2088","5-Room",450000,"North-East"
"2089","3-Room",340000,"Central"
"2090","HDB Executive",648888,"West"
"2091","5-Room",950000,"Central"
"2092","3-Room",285000,"West"
"2093","4-Room",479000,"North-East"
"2094","HDB Executive",6e+05,"West"
"2095","5-Room",618000,"North-East"
"2096","3-Room",555000,"East"
"2098","5-Room",538888,"East"
"2099","4-Room",860000,"Central"
"2100","3-Room",318000,"North"
"2101","HDB Executive",650000,"North-East"
"2102","5-Room",935888,"Central"
"2103","5-Room",525000,"Central"
"2105","4-Room",538888,"North-East"
"2106","4-Room",465000,"East"
"2107","5-Room",550000,"East"
"2108","4-Room",575000,"North-East"
"2109","5-Room",659999,"North-East"
"2110","4-Room",480000,"North-East"
"2112","4-Room",540000,"North-East"
"2113","HDB Executive",738000,"North-East"
"2114","3-Room",450000,"North-East"
"2115","5-Room",660000,"West"
"2116","4-Room",499999,"North-East"
"2117","5-Room",420000,"West"
"2118","3-Room",888888,"East"
"2119","4-Room",478000,"North-East"
"2121","4-Room",650000,"North-East"
"2122","HDB Executive",750000,"East"
"2123","4-Room",699000,"North-East"
"2124","4-Room",698000,"Central"
"2125","4-Room",558000,"North-East"
"2126","3-Room",339000,"West"
"2127","5-Room",668000,"North-East"
"2128","3-Room",335000,"East"
"2129","4-Room",850000,"Central"
"2130","5-Room",420000,"North"
"2131","3-Room",340000,"East"
"2132","2-Room",9e+05,"Central"
"2133","4-Room",530000,"North-East"
"2134","HDB Executive",569000,"North-East"
"2135","4-Room",570000,"Central"
"2136","3-Room",310000,"Central"
"2137","4-Room",860000,"Central"
"2138","3-Room",340000,"Central"
"2139","4-Room",9e+05,"Central"
"2140","5-Room",679000,"North-East"
"2141","4-Room",698000,"Central"
"2142","4-Room",518000,"North-East"
"2143","5-Room",680000,"North-East"
"2144","3-Room",495000,"East"
"2145","4-Room",478000,"North"
"2146","4-Room",799000,"Central"
"2147","3-Room",3e+05,"Central"
"2148","3-Room",288000,"North-East"
"2149","HDB Executive",730000,"West"
"2150","5-Room",450000,"West"
"2151","5-Room",738000,"East"
"2152","4-Room",660000,"Central"
"2153","5-Room",526000,"West"
"2154","3-Room",330000,"Central"
"2155","4-Room",490000,"East"
"2156","HDB Executive",608000,"East"
"2157","4-Room",475000,"East"
"2158","4-Room",650000,"East"
"2159","4-Room",480000,"North-East"
"2160","HDB Executive",738888,"North-East"
"2162","5-Room",640000,"North-East"
"2163","5-Room",9e+05,"Central"
"2164","HDB Executive",750000,"East"
"2166","4-Room",399000,"North-East"
"2167","5-Room",699000,"Central"
"2168","4-Room",410000,"East"
"2170","4-Room",480000,"North-East"
"2171","5-Room",488000,"North"
"2172","4-Room",699000,"East"
"2173","4-Room",448000,"Central"
"2175","4-Room",595000,"West"
"2176","5-Room",653000,"North-East"
"2177","3-Room",460000,"North-East"
"2178","5-Room",765000,"Central"
"2179","3-Room",668000,"Central"
"2180","HDB Executive",760000,"East"
"2181","4-Room",873000,"Central"
"2182","5-Room",595000,"North-East"
"2183","4-Room",649000,"North-East"
"2184","4-Room",465000,"North-East"
"2185","4-Room",8e+05,"Central"
"2186","4-Room",650000,"North-East"
"2187","4-Room",720000,"Central"
"2188","4-Room",480000,"West"
"2189","5-Room",570000,"North-East"
"2190","5-Room",760000,"Central"
"2191","5-Room",795000,"Central"
"2193","5-Room",858000,"Central"
"2194","4-Room",475000,"North-East"
"2195","4-Room",498000,"North-East"
"2196","3-Room",419000,"North-East"
"2197","3-Room",3e+05,"Central"
"2198","4-Room",796000,"West"
"2199","5-Room",650000,"North-East"
"2200","5-Room",8e+05,"Central"
"2201","4-Room",799000,"Central"
"2202","4-Room",750000,"West"
"2203","4-Room",515000,"North-East"
"2204","5-Room",520000,"West"
"2205","HDB Executive",615000,"West"
"2206","4-Room",520000,"North"
"2207","3-Room",750000,"East"
"2208","4-Room",430000,"North-East"
"2209","4-Room",859999,"Central"
"2210","5-Room",490000,"West"
"2211","5-Room",750000,"North-East"
"2212","4-Room",380000,"West"
"2213","5-Room",7e+05,"East"
"2214","4-Room",560000,"West"
"2215","4-Room",650000,"East"
"2216","4-Room",508000,"North-East"
"2217","Multi-Gen/Jumbo",7e+05,"North"
"2218","5-Room",580000,"North-East"
"2219","5-Room",8e+05,"Central"
"2220","5-Room",760000,"Central"
"2221","4-Room",815000,"West"
"2222","4-Room",759000,"Central"
"2223","3-Room",290000,"Central"
"2224","HDB Executive",768000,"East"
"2225","5-Room",888000,"Central"
"2226","4-Room",467888,"North-East"
"2227","4-Room",785000,"Central"
"2228","4-Room",849000,"Central"
"2229","4-Room",580000,"East"
"2230","4-Room",468000,"North-East"
"2231","5-Room",580000,"North-East"
"2232","3-Room",380000,"East"
"2233","4-Room",765000,"Central"
"2234","HDB Executive",690000,"North-East"
"2235","5-Room",630000,"West"
"2236","4-Room",625000,"North-East"
"2237","4-Room",459500,"North-East"
"2240","HDB Executive",888000,"North-East"
"2241","3-Room",665000,"North-East"
"2242","3-Room",320000,"North-East"
"2243","5-Room",490000,"North-East"
"2244","4-Room",498000,"North-East"
"2245","HDB Executive",628000,"East"
"2246","3-Room",3e+05,"North-East"
"2247","3-Room",350000,"Central"
"2248","4-Room",649000,"North-East"
"2249","4-Room",581000,"North-East"
"2251","4-Room",750000,"Central"
"2252","HDB Executive",939000,"North-East"
"2253","5-Room",550000,"West"
"2254","HDB Executive",788888,"East"
"2255","3-Room",718000,"Central"
"2256","5-Room",740000,"East"
"2257","3-Room",4e+05,"Central"
"2258","3-Room",490000,"Central"
"2259","4-Room",650000,"Central"
"2260","4-Room",548000,"North-East"
"2261","4-Room",467888,"North-East"
"2262","5-Room",560000,"North-East"
"2263","4-Room",550000,"North-East"
"2265","5-Room",9e+05,"Central"
"2267","HDB Executive",799000,"North-East"
"2268","3-Room",285000,"West"
"2269","5-Room",438000,"North-East"
"2270","5-Room",548000,"West"
"2271","HDB Executive",598880,"East"
"2272","4-Room",595000,"East"
"2273","HDB Executive",618000,"West"
"2274","4-Room",560000,"West"
"2275","4-Room",498000,"North-East"
"2276","4-Room",460000,"North-East"
"2277","4-Room",430000,"Central"
"2278","5-Room",660000,"North-East"
"2279","4-Room",495000,"East"
"2280","4-Room",470000,"North-East"
"2281","2-Room",799000,"North-East"
"2282","HDB Executive",630000,"East"
"2283","HDB Executive",748000,"East"
"2285","5-Room",580000,"North-East"
"2286","4-Room",450000,"West"
"2287","5-Room",450000,"North-East"
"2288","HDB Executive",648000,"West"
"2289","5-Room",950000,"Central"
"2290","4-Room",658000,"East"
"2291","3-Room",888888,"East"
"2292","5-Room",699000,"North-East"
"2293","3-Room",330000,"East"
"2294","2-Room",315000,"Central"
"2295","4-Room",480000,"North-East"
"2296","Multi-Gen/Jumbo",750000,"North"
"2297","4-Room",585000,"East"
"2298","HDB Executive",8e+05,"West"
"2299","3-Room",398000,"North-East"
"2300","5-Room",780000,"North-East"
"2301","4-Room",450000,"West"
"2302","4-Room",765000,"Central"
"2303","4-Room",849000,"Central"
"2304","4-Room",850000,"Central"
"2305","4-Room",735000,"East"
"2306","3-Room",285000,"West"
"2307","4-Room",468888,"North-East"
"2308","5-Room",848000,"East"
"2309","5-Room",450000,"West"
"2310","4-Room",620000,"East"
"2311","4-Room",860000,"West"
"2312","HDB Executive",738888,"North-East"
"2313","4-Room",838000,"Central"
"2314","Multi-Gen/Jumbo",780000,"North"
"2315","3-Room",330000,"North"
"2316","5-Room",5e+05,"West"
"2317","HDB Executive",750000,"East"
"2318","4-Room",899000,"Central"
"2319","5-Room",580000,"North-East"
"2320","4-Room",480000,"East"
"2322","3-Room",260000,"Central"
"2323","4-Room",570000,"West"
"2324","4-Room",968000,"Central"
"2325","HDB Executive",570000,"North"
"2326","3-Room",355000,"Central"
"2327","3-Room",306000,"East"
"2328","4-Room",780000,"Central"
"2329","5-Room",5e+05,"North-East"
"2330","5-Room",680000,"North-East"
"2331","4-Room",690000,"East"
"2332","4-Room",770000,"Central"
"2333","3-Room",410000,"East"
"2334","4-Room",560000,"Central"
"2335","5-Room",635000,"East"
"2336","5-Room",680000,"North-East"
"2337","5-Room",459000,"North-East"
"2338","HDB Executive",648000,"West"
"2339","3-Room",275000,"Central"
"2340","HDB Executive",618000,"North"
"2341","5-Room",6e+05,"North-East"
"2342","4-Room",468000,"North-East"
"2343","HDB Executive",650000,"East"
"2344","3-Room",550000,"Central"
"2345","Multi-Gen/Jumbo",705000,"North"
"2346","5-Room",930000,"Central"
"2347","Multi-Gen/Jumbo",680000,"North"
"2348","HDB Executive",820000,"West"
"2349","5-Room",579999,"North-East"
"2350","HDB Executive",8e+05,"North-East"
"2351","4-Room",850000,"Central"
"2353","5-Room",620000,"North-East"
"2354","HDB Executive",648000,"West"
"2355","4-Room",430000,"North-East"
"2356","4-Room",420000,"North-East"
"2358","4-Room",849000,"Central"
"2360","4-Room",538888,"North-East"
"2361","5-Room",640000,"North-East"
"2362","5-Room",880000,"Central"
"2363","2-Room",290000,"Central"
"2364","3-Room",580000,"West"
"2365","4-Room",525000,"North-East"
"2366","4-Room",835000,"Central"
"2367","4-Room",560000,"Central"
"2368","HDB Executive",648000,"West"
"2369","5-Room",528000,"North-East"
"2370","4-Room",455000,"North-East"
"2371","3-Room",339000,"West"
"2372","5-Room",540000,"North-East"
"2373","4-Room",728000,"West"
"2374","4-Room",430000,"East"
"2375","HDB Executive",680000,"North"
"2376","5-Room",7e+05,"Central"
"2377","4-Room",465000,"North-East"
"2378","4-Room",515000,"North-East"
"2379","5-Room",1e+06,"West"
"2380","HDB Executive",650000,"North"
"2381","4-Room",520000,"North-East"
"2382","3-Room",499000,"Central"
"2383","3-Room",330000,"North-East"
"2384","4-Room",438000,"East"
"2385","4-Room",670000,"East"
"2386","5-Room",653000,"North-East"
"2387","4-Room",450000,"East"
"2388","4-Room",615000,"North-East"
"2389","HDB Executive",628000,"East"
"2390","4-Room",550000,"Central"
"2391","3-Room",338000,"West"
"2392","5-Room",439888,"North-East"
"2393","4-Room",1018000,"Central"
"2394","4-Room",470000,"North-East"
"2395","4-Room",660000,"North-East"
"2396","4-Room",528888,"North-East"
"2397","4-Room",650000,"Central"
"2398","3-Room",445000,"Central"
"2399","4-Room",849000,"Central"
"2400","4-Room",570000,"North-East"
"2401","3-Room",320000,"West"
"2402","4-Room",625000,"East"
"2403","5-Room",488000,"West"
"2405","3-Room",888888,"East"
"2406","4-Room",548000,"North-East"
"2407","4-Room",540000,"Central"
"2408","3-Room",5e+05,"Central"
"2409","4-Room",650000,"East"
"2410","4-Room",4e+05,"East"
"2411","3-Room",240000,"Central"
"2412","5-Room",788000,"North-East"
"2413","4-Room",598000,"East"
"2414","5-Room",680000,"North-East"
"2415","5-Room",688000,"East"
"2416","4-Room",735000,"West"
"2417","HDB Executive",560000,"North-East"
"2418","4-Room",618000,"North-East"
"2419","4-Room",450000,"North-East"
"2420","5-Room",680000,"East"
"2421","4-Room",430000,"North-East"
"2422","4-Room",420000,"North-East"
"2423","5-Room",575000,"North-East"
"2424","HDB Executive",788888,"East"
"2425","5-Room",666666,"North-East"
"2426","4-Room",420000,"West"
"2427","5-Room",845000,"East"
"2428","5-Room",550000,"West"
"2429","4-Room",815000,"West"
"2430","5-Room",788000,"Central"
"2431","4-Room",450000,"East"
"2432","5-Room",530000,"North-East"
"2433","4-Room",750000,"Central"
"2434","3-Room",398000,"Central"
"2436","4-Room",540000,"Central"
"2437","4-Room",370000,"North"
"2438","5-Room",646000,"North-East"
"2439","4-Room",660000,"Central"
"2440","4-Room",485000,"West"
"2441","4-Room",420000,"North-East"
"2442","4-Room",868000,"Central"
"2443","5-Room",828000,"East"
"2444","5-Room",815000,"East"
"2445","4-Room",480000,"North-East"
"2446","5-Room",650000,"North-East"
"2447","4-Room",510000,"North-East"
"2448","5-Room",420000,"West"
"2449","4-Room",520000,"North-East"
"2450","4-Room",540000,"North-East"
"2451","4-Room",360000,"Central"
"2452","5-Room",430000,"North-East"
"2453","2-Room",315000,"Central"
"2454","3-Room",439888,"West"
"2455","3-Room",468000,"Central"
"2456","4-Room",849000,"Central"
"2457","4-Room",610000,"East"
"2458","3-Room",728000,"Central"
"2459","4-Room",548000,"North-East"
"2460","4-Room",768000,"Central"
"2461","3-Room",328000,"Central"
"2462","5-Room",650000,"North-East"
"2463","5-Room",738000,"North-East"
"2464","5-Room",538000,"East"
"2465","4-Room",455000,"North-East"
"2466","3-Room",660000,"North-East"
"2467","4-Room",595000,"East"
"2468","HDB Executive",570000,"North-East"
"2469","3-Room",748000,"East"
"2470","5-Room",738000,"East"
"2471","4-Room",538000,"West"
"2472","3-Room",665000,"North-East"
"2473","4-Room",430000,"West"
"2474","5-Room",579999,"North-East"
"2475","4-Room",648000,"West"
"2476","4-Room",390000,"West"
"2477","4-Room",850000,"Central"
"2478","HDB Executive",880000,"West"
"2479","5-Room",5e+05,"North-East"
"2480","3-Room",470000,"East"
"2481","4-Room",410000,"East"
"2482","5-Room",1080000,"Central"
"2483","HDB Executive",628000,"East"
"2484","5-Room",620000,"North-East"
"2485","HDB Executive",715000,"East"
"2486","3-Room",278000,"Central"
"2487","3-Room",388000,"West"
"2488","4-Room",738000,"East"
"2489","3-Room",290000,"Central"
"2490","4-Room",650000,"East"
"2491","4-Room",750000,"Central"
"2492","4-Room",499999,"North-East"
"2493","HDB Executive",558000,"West"
"2494","4-Room",485000,"North-East"
"2495","3-Room",330000,"Central"
"2496","4-Room",480000,"North-East"
"2497","4-Room",490000,"Central"
"2498","5-Room",650000,"North-East"
"2499","5-Room",888000,"Central"
"2500","3-Room",330000,"Central"
"2501","HDB Executive",569000,"North-East"
"2502","4-Room",880000,"Central"
"2503","5-Room",928800,"Central"
"2504","Multi-Gen/Jumbo",680000,"North"
"2505","3-Room",580000,"West"
"2506","4-Room",870000,"Central"
"2507","4-Room",530000,"North-East"
"2508","4-Room",860000,"Central"
"2509","5-Room",595000,"North-East"
"2510","HDB Executive",628000,"East"
"2511","4-Room",695000,"East"
"2512","5-Room",520000,"West"
"2513","4-Room",535000,"North-East"
"2514","4-Room",420000,"West"
"2515","4-Room",390000,"North-East"
"2516","5-Room",1e+06,"West"
"2517","4-Room",508000,"North-East"
"2518","3-Room",288000,"North-East"
"2520","HDB Executive",520000,"West"
"2521","5-Room",450000,"West"
"2522","4-Room",468000,"East"
"2523","4-Room",460000,"Central"
"2524","5-Room",588888,"North-East"
"2525","3-Room",275000,"West"
"2526","4-Room",6e+05,"East"
"2527","4-Room",350000,"West"
"2528","5-Room",668000,"North-East"
"2529","4-Room",550000,"West"
"2530","4-Room",470000,"East"
"2532","4-Room",445000,"North-East"
"2533","5-Room",545000,"West"
"2534","5-Room",450000,"West"
"2535","4-Room",425000,"North-East"
"2537","3-Room",395000,"Central"
"2538","5-Room",648000,"East"
"2539","5-Room",9e+05,"Central"
"2540","4-Room",968000,"Central"
"2541","4-Room",550000,"West"
"2542","4-Room",475000,"North-East"
"2543","5-Room",7e+05,"West"
"2544","4-Room",873000,"Central"
"2545","HDB Executive",698888,"West"
"2546","5-Room",699000,"North-East"
"2547","4-Room",728000,"Central"
"2548","3-Room",360000,"West"
"2549","HDB Executive",570000,"North"
"2550","4-Room",375000,"North-East"
"2551","4-Room",699000,"North-East"
"2552","4-Room",435000,"West"
"2553","5-Room",528000,"West"
"2554","4-Room",388000,"West"
"2555","4-Room",480000,"North-East"
"2556","3-Room",718000,"Central"
"2557","3-Room",360000,"North"
