"","Room","Price","Region"
"4205","4-Room",730000,"Central"
"4206","5-Room",550000,"West"
"4207","3-Room",5e+05,"North-East"
"4208","5-Room",450000,"West"
"4209","4-Room",438000,"West"
"4210","3-Room",365000,"North-East"
"4211","4-Room",478000,"North-East"
"4212","4-Room",565000,"North-East"
"4213","3-Room",350000,"North-East"
"4214","5-Room",580000,"Central"
"4215","3-Room",310000,"East"
"4216","4-Room",480000,"North-East"
"4217","4-Room",699000,"East"
"4218","2-Room",295000,"Central"
"4219","4-Room",450000,"West"
"4220","4-Room",359000,"East"
"4221","5-Room",968000,"West"
"4222","4-Room",450000,"North-East"
"4223","HDB Executive",650000,"North-East"
"4224","3-Room",3e+05,"East"
"4225","3-Room",5e+05,"North-East"
"4226","3-Room",288000,"North"
"4227","5-Room",490000,"North-East"
"4228","4-Room",450000,"East"
"4229","4-Room",520000,"North-East"
"4230","4-Room",750000,"Central"
"4231","4-Room",525000,"North-East"
"4232","4-Room",458000,"East"
"4233","3-Room",280000,"North-East"
"4234","3-Room",488888,"North-East"
"4235","5-Room",620000,"East"
"4236","5-Room",9e+05,"Central"
"4237","4-Room",550000,"East"
"4238","3-Room",370000,"West"
"4239","4-Room",370000,"North"
"4240","3-Room",530000,"East"
"4241","3-Room",350000,"North-East"
"4242","4-Room",359000,"East"
"4243","3-Room",238888,"North-East"
"4244","5-Room",968000,"West"
"4245","4-Room",618000,"North-East"
"4246","4-Room",680000,"North-East"
"4247","5-Room",505000,"East"
"4248","5-Room",460000,"North-East"
"4249","3-Room",6e+05,"Central"
"4250","3-Room",270000,"Central"
"4251","5-Room",660000,"Central"
"4252","4-Room",565000,"North-East"
"4253","5-Room",730000,"Central"
"4255","5-Room",4e+05,"West"
"4256","4-Room",438000,"West"
"4257","4-Room",580000,"Central"
"4258","4-Room",440000,"East"
"4259","4-Room",478000,"North-East"
"4260","4-Room",550000,"East"
"4261","HDB Executive",888000,"West"
"4262","3-Room",288000,"North"
"4263","4-Room",520000,"North-East"
"4264","3-Room",380000,"West"
"4265","4-Room",550000,"West"
"4266","3-Room",370000,"West"
"4267","3-Room",350000,"North-East"
"4268","4-Room",7e+05,"Central"
"4269","4-Room",399000,"East"
"4270","4-Room",450000,"East"
"4271","3-Room",3e+05,"East"
"4272","3-Room",288000,"North"
"4273","3-Room",278000,"North-East"
"4274","4-Room",450000,"East"
"4275","3-Room",408000,"North-East"
"4276","4-Room",360000,"West"
"4277","2-Room",315000,"Central"
"4278","4-Room",618000,"North-East"
"4279","4-Room",438000,"North"
"4280","4-Room",350000,"West"
"4281","4-Room",4e+05,"North-East"
"4282","2-Room",295000,"Central"
"4283","5-Room",825000,"Central"
"4284","5-Room",8e+05,"East"
"4285","5-Room",660000,"Central"
"4286","4-Room",750000,"Central"
"4287","4-Room",490000,"North-East"
"4288","4-Room",525000,"North-East"
"4289","2-Room",150000,"North"
"4290","3-Room",2e+05,"North"
"4291","4-Room",3e+05,"North"
"4292","5-Room",4e+05,"North"
"4293","2-Room",150000,"North"
"4294","3-Room",250000,"North"
"4295","4-Room",350000,"North"
"4296","5-Room",5e+05,"North"
"4297","2-Room",3e+05,"North-East"
"4298","3-Room",450000,"North-East"
"4299","4-Room",650000,"North-East"
"4300","2-Room",250000,"East"
"4301","4-Room",4e+05,"East"
"4302","5-Room",5e+05,"East"
"4303","3-Room",350000,"Central"
"4304","4-Room",5e+05,"Central"
"4305","5-Room",6e+05,"Central"
