"","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","address"
"2973",2973,"  Blk 588B Park Central @ Amk Singapore","4-Room","Model A"," Built-2011","90 sqm / $810 psf(Built)","$785,000","Resale",103.8526491,1.3720758,"588a ang mo kio street 52, singapore 561588"
"2974",2974,"  Blk 666A Punggol Drive Singapore","4-Room","Premium Apartment"," Built-2016","93 sqm / $477 psf(Built)","$478,000","Resale",103.91489,1.4011744,"666a punggol dr, waterway woodcress, singapore 821666"
"2975",2975,"  Blk 60 Lorong 4 Toa Payoh Singapore","4-Room","Model A"," Built-1999","100 sqm / $648 psf(Built)","$698,000","Resale",103.8506971,1.3363887,"60 lor 4 toa payoh, block 60, singapore 310060"
"2976",2976,"  Blk 313C Sumang Link Singapore","4-Room","Model A"," Built-2015","92 sqm / $513 psf(Built)","$508,000","Resale",103.901761,1.4106679,"313c sumang link, singapore 821313"
"2977",2977,"  Blk 8 Holland Avenue Singapore","3-Room","Improved"," Built-1974","58 sqm / $528 psf(Built)","$330,000","Resale",103.7945038,1.306882,"8 holland ave, block 8, singapore 271008"
"2978",2978,"  Blk 213B Punggol Walk Singapore","5-Room","Improved"," Built-2015","113 sqm / $468 psf(Built)","$570,000","Resale",103.8982453,1.4006955,"213b punggol walk, singapore 828792"
"2979",2979,"  Blk 475A Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $601 psf(Built)","$595,000","Resale",103.9002105,1.375868,"475a upper serangoon cres, singapore 531475"
"2980",2980,"  Blk 74A Redhill Road Singapore","5-Room","Improved"," Built-2005","115 sqm / $807 psf(Built)","$1,000,000","Resale",103.816181,1.288057,"74a redhill rd, singapore 151074"
"2981",2981,"  Blk 310 Hougang Avenue 5 Singapore","5-Room","Improved"," Built-1984","121 sqm / $360 psf(Built)","$470,000","Resale",103.8961384,1.3663252,"310 hougang ave 5, block 310, singapore 530310"
"2982",2982,"  Blk 564 Ang Mo Kio Avenue 3 Singapore","3-Room","New Generation"," Built-1985","68 sqm / $407 psf(Built)","$298,000","Resale",103.859546,1.370207,"564 ang mo kio ave 3, singapore 560564"
"2983",2983,"  Blk 289D Punggol Place Singapore","4-Room","Premium Apartment"," Built-2013","96 sqm / $540 psf(Built)","$558,000","Resale",103.903694,1.401994,"289d punggol pl, singapore 824289"
"2984",2984,"  Blk 2 Delta Avenue Singapore","5-Room","Improved"," Built-1985","122 sqm / $674 psf(Built)","$885,777","Resale",103.8280113,1.291773,"2 delta ave, block 2, singapore 161002"
"2985",2985,"  Blk 525C Pasir Ris Street 51 Singapore","4-Room","Standard"," Built-2015","93 sqm / $529 psf(Built)","$530,000","Resale",103.9474365,1.3701025,"525c pasir ris street 51, singapore 513525"
"2986",2986,"  Blk 310B Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $543 psf(Built)","$538,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"2987",2987,"  Blk 469C Sengkang West Way Singapore","5-Room","Improved"," Built-2016","113 sqm / $435 psf(Built)","$530,000","Resale",103.8776423,1.3961543,"469c sengkang w way, singapore 790469"
"2988",2988,"  Blk 237 Hougang Street 21 Singapore","HDB Executive","Maisonette"," Built-1984","150 sqm / $475 psf(Built)","$768,000","Resale",103.888708,1.3569949,"237 hougang street 21, block 237, singapore 530237"
"2989",2989,"  Blk 3A Upper Boon Keng Road Singapore","5-Room","Improved"," Built-2006","110 sqm / $675 psf(Built)","$800,000","Resale",103.87258,1.3140511,"3a upper boon keng rd, block 3a, singapore 381003"
"2990",2990,"  Blk 470A Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2015","112 sqm / $554 psf(Built)","$668,888","Resale",103.9019715,1.379178,"470a upper serangoon cres, singapore"
"2991",2991,"  Blk 57 Teban Gardens Road Singapore","3-Room","Improved"," Built-2015","67 sqm / $596 psf(Built)","$430,000","Resale",103.7372044,1.3226978,"57a teban gardens rd, singapore 601057"
"2992",2992,"  Blk 862 Jurong West Street 81 Singapore","HDB Executive","Maisonette"," Built-1996","146 sqm / $412 psf(Built)","$648,888","Resale",103.6969302,1.3502024,"862 jurong west street 81, block 862, singapore 640862"
"2993",2993,"  Blk 283 Yishun Avenue 6 Singapore","4-Room","Model A"," Built-1987","104 sqm / $333 psf(Built)","$373,000","Resale",103.8389709,1.4393994,"283 yishun ave 6, block 283, singapore 760283"
"2994",2994,"  Blk 606 Elias Road Singapore","HDB Executive","Apartment"," Built-1995","149 sqm / $446 psf(Built)","$715,000","Resale",103.9426569,1.3768323,"606 elias rd, block 606, singapore 510606"
"2995",2995,"  Blk 312C Sumang Link Singapore","5-Room","Improved"," Built-2015","112 sqm / $547 psf(Built)","$660,000","Resale",103.9017115,1.4102964,"312 sumang link, singapore 821313"
"2996",2996,"  Blk 588A Park Central @ Amk Singapore","4-Room","Model A"," Built-2011","90 sqm / $721 psf(Built)","$699,000","Resale",103.8526491,1.3720758,"588a ang mo kio street 52, singapore 561588"
"2997",2997,"  Blk 132 Geylang East Avenue 1 Singapore","HDB Executive","Apartment"," Built-1987","145 sqm / $543 psf(Built)","$849,000","Resale",103.8858583,1.3162784,"132 geylang east ave 1, block 132, singapore 380132"
"2998",2998,"  Blk 519A Centrale 8 At Tampines Singapore","3-Room","Model A"," Built-2014","62 sqm / $794 psf(Built)","$530,000","Resale",103.9401179,1.3562505,"519a tampines central 8, singapore 521519"
"2999",2999,"  Blk 407 Hougang Avenue 10 Singapore","HDB Executive","Maisonette"," Built-1986","153 sqm / $479 psf(Built)","$790,000","Resale",103.8953375,1.373006,"407 hougang ave 10, singapore 530407"
"3000",3000,"  Blk 59 Strathmore Avenue Singapore","4-Room","Model A2"," Built-2000","85 sqm / $743 psf(Built)","$680,000","Resale",103.8112565,1.2931824,"59 strathmore ave, block 59, singapore 142059"
"3001",3001,"  Blk 515C The Premiere @ Tampines Singapore","5-Room","Improved"," Built-2008","108 sqm / $709 psf(Built)","$825,000","Resale",103.9388706,1.3566593,"515 tampines central 7, singapore 524515"
"3002",3002,"  Blk 233 Bishan Street 22 Singapore","4-Room","Model A"," Built-1990","112 sqm / $480 psf(Built)","$580,000","Resale",103.8455006,1.3585805,"233 bishan street 22, singapore 570233"
"3003",3003,"  Blk 470C Fernvale Link Singapore","4-Room","Model A"," Built-2015","92 sqm / $483 psf(Built)","$479,000","Resale",103.8792443,1.3963755,"470c fernvale link, singapore 793470"
"3004",3004,"  Blk 6 Lorong Lew Lian Singapore","4-Room","New Generation"," Built-1978","98 sqm / $455 psf(Built)","$480,000","Resale",103.8772913,1.3494464,"6 lor lew lian, block 6, singapore 531006"
"3005",3005,"  Blk 311A Trivelis Singapore","4-Room","New Generation"," Built-2014","80 sqm / $998 psf(Built)","$860,000","Resale",103.7655694,1.3191667,"311a clementi ave 4, singapore 121311"
"3006",3006,"  Blk 3 Haig Road Singapore","3-Room","Improved(modified"," Built-1976","65 sqm / $437 psf(Built)","$306,000","Resale",103.8973165,1.3116434,"3 haig rd, block 3, singapore 430003"
"3007",3007,"  Blk 172 Yishun Avenue 7 Singapore","3-Room","Simplified"," Built-1988","64 sqm / $403 psf(Built)","$278,000","Resale",103.8317924,1.4368965,"172 yishun ave 7, singapore 760172"
"3008",3008,"  Blk 111 Bishan Street 12 Singapore","4-Room","Simplified"," Built-1986","84 sqm / $641 psf(Built)","$580,000","Resale",103.8481197,1.347053,"111 bishan street 12, block 111, singapore 570111"
"3009",3009,"  Blk 259A Punggol Field Singapore","4-Room","Model A"," Built-2016","93 sqm / $519 psf(Built)","$520,000","Resale",103.8955947,1.4039186,"259a punggol field, singapore 821259"
"3010",3010,"  Blk 934 Tampines Street 91 Singapore","4-Room","Model A"," Built-1985","104 sqm / $411 psf(Built)","$460,000","Resale",103.9401855,1.3452736,"934 tampines street 91, block 934, singapore 520934"
"3011",3011,"  Blk 427 Choa Chu Kang Avenue 4 Singapore","4-Room","Model A"," Built-1992","104 sqm / $402 psf(Built)","$450,000","Resale",103.7397325,1.3808769,"427 choa chu kang ave 4, block 427, singapore 680427"
"3012",3012,"  Blk 663A Punggol Drive Singapore","5-Room","Improved"," Built-2016","110 sqm / $523 psf(Built)","$620,000","Resale",103.9176164,1.4004133,"663a punggol dr, singapore 821663"
"3013",3013,"  Blk 195A Punggol Road Singapore","4-Room","Model A"," Built-2007","90 sqm / $479 psf(Built)","$465,000","Resale",103.9062046,1.4015688,"195a punggol rd, singapore 821195"
"3014",3014,"  Blk 910 Hougang Street 91 Singapore","4-Room","Model A"," Built-1997","93 sqm / $367 psf(Built)","$368,000","Resale",103.8827304,1.3789361,"910 hougang street 91, block 910, singapore 530910"
"3015",3015,"  Blk 90 Tanglin Halt Road Singapore","5-Room","Improved"," Built-2008","110 sqm / $750 psf(Built)","$888,000","Resale",103.7990313,1.3006381,"90 tanglin halt rd, blk90, singapore 141090"
"3016",3016,"  Blk 6B Boon Tiong Road Singapore","4-Room","Model A"," Built-2005","100 sqm / $789 psf(Built)","$849,000","Resale",103.8309096,1.2866383,"6b boon tiong rd, block 6b, singapore 165006"
"3017",3017,"  Blk 672D Edgefield Plains Singapore","4-Room","Model A"," Built-2014","90 sqm / $495 psf(Built)","$480,000","Resale",103.9108192,1.4077116,"672d edgefield plains, singapore 824672"
"3018",3018,"  Blk 167 Bishan Street 13 Singapore","4-Room","Model A"," Built-1988","103 sqm / $449 psf(Built)","$499,000","Resale",103.8555479,1.3479618,"167 bishan street 13, block 167, singapore 570167"
"3019",3019,"  Blk 676 Hougang Avenue 8 Singapore","4-Room","Simplified"," Built-1986","84 sqm / $387 psf(Built)","$350,000","Resale",103.8839963,1.3716708,"676 hougang ave 8, block 676, singapore 530676"
"3020",3020,"  Blk 890A Tampines Avenue 1 Singapore","4-Room","Model A"," Built-2015","93 sqm / $534 psf(Built)","$535,000","Resale",103.9341207,1.3466119,"890a tampines ave 1, singapore 521899"
"3021",3021,"  Blk 588B Park Central @ Amk Singapore","5-Room","Model A"," Built-2011","120 sqm / $619 psf(Built)","$800,000","Resale",103.8526491,1.3720758,"588a ang mo kio street 52, singapore 561588"
"3022",3022,"  Blk 173D Punggol Field Singapore","5-Room","Improved"," Built-2003","110 sqm / $395 psf(Built)","$468,000","Resale",103.910849,1.39585,"173d punggol field, singapore 824173"
"3023",3023,"  Blk 544 Choa Chu Kang Street 52 Singapore","5-Room","Improved"," Built-1995","125 sqm / $347 psf(Built)","$468,000","Resale",103.7437151,1.3939787,"544 choa chu kang street 52, block 544, singapore 680544"
"3024",3024,"  Blk 180C Rivervale Crescent Singapore","4-Room","Model A"," Built-2015","93 sqm / $394 psf(Built)","$395,000","Resale",103.9096411,1.3895416,"180c rivervale cres, singapore 543180"
"3025",3025,"  Blk 1 The Pinnacle@Duxton Singapore","5-Room","Improved"," Built-2010","106 sqm / $1,051 psf(Built)","$1,200,000","Resale",103.8412344,1.2757638,"1g cantonment rd, singapore 085301"
"3026",3026,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $935 psf(Built)","$835,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"3027",3027,"  Blk 2 Toh Yi Drive Singapore","HDB Executive","Maisonette"," Built-1988","154 sqm / $784 psf(Built)","$1,300,000","Resale",103.7752181,1.3391985,"2 toh yi dr, block 2, singapore 590002"
"3028",3028,"  Blk 205 Toa Payoh North Singapore","3-Room","Improved"," Built-1973","65 sqm / $400 psf(Built)","$280,000","Resale",103.8482103,1.3421469,"205 toa payoh n, block 205, singapore 310205"
"3029",3029,"  Blk 308B Punggol Walk Singapore","4-Room","Model A"," Built-2020","92 sqm / $534 psf(Built)","$528,888","Resale",103.8998529,1.4076815,"308b punggol walk, singapore 822308"
"3030",3030,"  Blk 668A Edgefield Plains Singapore","5-Room","Improved"," Built-2016","113 sqm / $549 psf(Built)","$668,000","Resale",103.912517,1.4049474,"668a edgefield plains, waterway ridges, singapore 821668"
"3031",3031,"  Blk 310B Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $540 psf(Built)","$535,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"3032",3032,"  Blk 50 Commonwealth 10 Singapore","5-Room","Improved"," Built-2015","114 sqm / $854 psf(Built)","$1,049,000","Resale",103.7971055,1.3010593,"50 commonwealth dr, singapore 142050"
"3033",3033,"  Blk 59 Strathmore Avenue Singapore","4-Room","Model A2"," Built-2000","85 sqm / $743 psf(Built)","$680,000","Resale",103.8112565,1.2931824,"59 strathmore ave, block 59, singapore 142059"
"3034",3034,"  Blk 183 Jelebu Road Singapore","5-Room","Model A"," Built-2003","110 sqm / $591 psf(Built)","$700,000","Resale",103.7630381,1.3799915,"183 jelebu rd, singapore 670183 jelebu rd, singapore 670183"
"3035",3035,"  Blk 8B Upper Boon Keng Road Singapore","4-Room","Model A"," Built-2016","95 sqm / $946 psf(Built)","$968,000","Resale",103.8700432,1.3126024,"8b upper boon keng rd, singapore 382008"
"3036",3036,"  Blk 532 Bedok North Street 3 Singapore","3-Room","New Generation"," Built-1980","73 sqm / $407 psf(Built)","$320,000","Resale",103.925139,1.3340175,"532 bedok north street 3, block 532, singapore 460532"
"3037",3037,"  Blk 370 Bukit Batok Street 31 Singapore","4-Room","Model A"," Built-1985","103 sqm / $432 psf(Built)","$480,000","Resale",103.7495082,1.3600039,"370 bukit batok street 31, block 370, singapore 650370"
"3038",3038,"  Blk 4 Toh Yi Drive Singapore","5-Room","Improved"," Built-1988","122 sqm / $609 psf(Built)","$800,000","Resale",103.7747655,1.3384688,"4 toh yi dr, block 4, singapore 590004"
"3039",3039,"  Blk 91 Tanglin Halt Road Singapore","4-Room","Model A"," Built-2008","90 sqm / $722 psf(Built)","$700,000","Resale",103.7994841,1.3007818,"91 tanglin halt rd, block 91, singapore 142091"
"3040",3040,"  Blk 415C Fernvale Link Singapore","4-Room","Model A"," Built-2016","93 sqm / $477 psf(Built)","$478,000","Resale",103.8805629,1.3895201,"415c fernvale link, singapore 793415"
"3041",3041,"  Blk 773 Bedok Reservoir View Singapore","5-Room","Improved"," Built-2000","115 sqm / $523 psf(Built)","$648,000","Resale",103.9373755,1.3362884,"773 bedok reservoir view, block 773, singapore 470773"
"3042",3042,"  Blk 133 MARSILING RISE Singapore","Multi-Gen/Jumbo","Multi Generation"," Built-1995","170 sqm / $409 psf(Built)","$750,000","Resale",103.7780248,1.4376468,"133 marsiling rise, block 133, singapore 730133"
"3043",3043,"  Blk 536 Upper Cross Street Singapore","3-Room","Improved"," Built-1978","60 sqm / $712 psf(Built)","$460,000","Resale",103.8456099,1.284947,"536 upper cross st, singapore 050536"
"3044",3044,"  Blk 636C Senja Road Singapore","4-Room","Model A"," Built-2015","92 sqm / $469 psf(Built)","$465,000","Resale",103.7590131,1.3873616,"636c senja rd, singapore 673636"
"3045",3045,"  Blk 190 Punggol Central Singapore","HDB Executive","Apartment"," Built-2004","128 sqm / $406 psf(Built)","$560,000","Resale",103.9105503,1.3995532,"190 punggol central, singapore 820190"
"3046",3046,"  Blk 164B Rivervale Crescent Singapore","4-Room","Model A"," Built-2003","93 sqm / $468 psf(Built)","$469,000","Resale",103.9074455,1.3894043,"164 rivervale cres, singapore 543162"
"3047",3047,"  Blk 490 Choa Chu Kang Avenue 5 Singapore","4-Room","Model A"," Built-2015","93 sqm / $434 psf(Built)","$435,000","Resale",103.741246,1.3748986,"490 choa chu kang ave 5, singapore"
"3048",3048,"  Blk 143 Tampines Street 12 Singapore","5-Room","Model A"," Built-1984","133 sqm / $412 psf(Built)","$590,000","Resale",103.9436301,1.3480349,"143 tampines street 12, block 143, singapore 520143"
"3049",3049,"  Blk 12 Dover Close East Singapore","5-Room","Standard"," Built-1978","114 sqm / $668 psf(Built)","$820,000","Resale",103.785545,1.3050409,"12 dover cl e, singapore 130012"
"3050",3050,"  Blk 329 Ubi Avenue 1 Singapore","4-Room","Simplified"," Built-1985","84 sqm / $429 psf(Built)","$388,000","Resale",103.9048153,1.3270916,"329 ubi ave 1, block 329, singapore 400329"
"3051",3051,"  Blk 163A Punggol Central Singapore","5-Room","Improved"," Built-2005","114 sqm / $431 psf(Built)","$530,000","Resale",103.9149655,1.395757,"163a punggol central, singapore 821163"
"3052",3052,"  Blk 79C Toa Payoh Central Singapore","5-Room","Improved"," Built-2009","110 sqm / $844 psf(Built)","$999,999","Resale",103.848924,1.33436,"79c toa payoh central, singapore 313079"
"3053",3053,"  Blk 289C Punggol Place Singapore","5-Room","Built-2013",NA,"111 sqm / $502 psf(Built)","$600,000","Resale",103.9036702,1.4014637,"289c punggol pl, singapore 823289"
"3054",3054,"  Blk 6B Boon Tiong Road Singapore","4-Room","Model A"," Built-2005","100 sqm / $789 psf(Built)","$849,000","Resale",103.8309096,1.2866383,"6b boon tiong rd, block 6b, singapore 165006"
"3055",3055,"  Blk 18D Circuit Road Singapore","4-Room","Model A"," Built-2016","93 sqm / $659 psf(Built)","$660,000","Resale",103.8891611,1.329468,"18d circuit rd, singapore 374018"
"3056",3056,"  Blk 324 Serangoon Avenue 3 Singapore","4-Room","Standard"," Built-1986","84 sqm / $530 psf(Built)","$480,000","Resale",103.8687974,1.3512714,"324 serangoon ave 3, block 324, singapore 550324"
"3057",3057,"  Blk 673B Edgefield Plains Singapore","3-Room","Model A"," Built-2015","65 sqm / $557 psf(Built)","$390,000","Resale",103.9110911,1.4069768,"673b edgefield plains, singapore 822673"
"3058",3058,"  Blk 310B Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $553 psf(Built)","$548,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"3059",3059,"  Blk 54 Kent Road Singapore","5-Room","Improved"," Built-1982","127 sqm / $583 psf(Built)","$798,000","Resale",103.8526467,1.3171589,"54 kent rd, block 54, singapore 210054"
"3060",3060,"  Blk 103C Edgefield Plains Singapore","5-Room","Improved"," Built-2003","110 sqm / $369 psf(Built)","$438,000","Resale",103.9045661,1.3974138,"103c edgefield plains, singapore 823103"
"3061",3061,"  Blk 130 Edgedale Plains Singapore","5-Room","Premium Apartment"," Built-2003","111 sqm / $418 psf(Built)","$500,000","Resale",103.909791,1.393372,"130 edgedale plains, singapore"
"3062",3062,"  Blk 311A Trivelis Singapore","4-Room","New Generation"," Built-2014","82 sqm / $824 psf(Built)","$728,000","Resale",103.7655694,1.3191667,"311a clementi ave 4, singapore 121311"
"3063",3063,"  Blk 54 Kent Road Singapore","5-Room","Improved"," Built-1982","127 sqm / $583 psf(Built)","$798,000","Resale",103.8526467,1.3171589,"54 kent rd, block 54, singapore 210054"
"3064",3064,"  Blk 470C Fernvale Link Singapore","4-Room","Model A"," Built-2015","92 sqm / $483 psf(Built)","$479,000","Resale",103.8792443,1.3963755,"470c fernvale link, singapore 793470"
"3065",3065,"  Blk 20 Marine Terrace Singapore","4-Room","Improved"," Built-1975","88 sqm / $506 psf(Built)","$480,000","Resale",103.9148975,1.3040113,"20 marine terrace, block 20, singapore 440020"
"3066",3066,"  Blk 3 Haig Road Singapore","3-Room","Improved(modified"," Built-1976","65 sqm / $437 psf(Built)","$306,000","Resale",103.8973165,1.3116434,"3 haig rd, block 3, singapore 430003"
"3067",3067,"  Blk 347B Adora Green Singapore","4-Room","Model A"," Built-2013","92 sqm / $515 psf(Built)","$510,000","Resale",103.8411561,1.4272785,"yishun ave 11, singapore 761347"
"3068",3068,"  Blk 18B Circuit Road Singapore","4-Room","Model A"," Built-1971","93 sqm / $769 psf(Built)","$770,000","Resale",103.8880737,1.3294743,"18b circuit rd, singapore 372018"
"3069",3069,"  Blk 6B Boon Tiong Road Singapore","4-Room","Standard"," Built-2003","100 sqm / $789 psf(Built)","$849,000","Resale",103.8309096,1.2866383,"6b boon tiong rd, block 6b, singapore 165006"
"3070",3070,"  Blk 563 Ang Mo Kio Avenue 3 Singapore","3-Room","New Generation"," Built-1980","92 sqm / $402 psf(Built)","$398,000","Resale",103.8579939,1.3698464,"563 ang mo kio ave 3, block 563, singapore 560563"
"3071",3071,"  Blk 1G The Pinnacle@Duxton Singapore","4-Room","Improved"," Built-2011","95 sqm / $1,027 psf(Built)","$1,050,000","Resale",103.8412344,1.2757638,"1g cantonment rd, singapore 085301"
"3072",3072,"  Blk 323 Jurong East Street 31 Singapore","HDB Executive","Maisonette"," Built-1985","149 sqm / $405 psf(Built)","$650,000","Resale",103.7290554,1.3484792,"323 jurong east street 31, block 323, singapore 600323"
"3073",3073,"  Blk 447 Bukit Panjang Ring Road Singapore","5-Room","Standard"," Built-1997","120 sqm / $386 psf(Built)","$500,000","Resale",103.7715967,1.3834013,"447 bukit panjang ring rd, block 447, singapore 670447"
"3074",3074,"  Blk 269B Punggol Field Singapore","4-Room","Model A"," Built-2013","97 sqm / $464 psf(Built)","$485,000","Resale",103.8986369,1.403084,"269b punggol field, singapore 822269"
"3075",3075,"  Blk 310C Punggol Walk Singapore","5-Room","Model A"," Built-2016","112 sqm / $555 psf(Built)","$670,000","Resale",103.8999638,1.4096731,"310 c punggol walk, singapore 822310"
"3076",3076,"  Blk 747B Belvia Singapore","5-Room","Standard"," Built-2014","105 sqm","View to offer","Resale",103.9213614,1.3365339,"747a bedok reservoir cres, singapore 471747"
"3077",3077,"  Blk 308C Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $565 psf(Built)","$560,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"3078",3078,"  Blk 143 Lorong 2 Toa Payoh Singapore","5-Room","Improved"," Built-2002","110 sqm / $701 psf(Built)","$830,000","Resale",103.843904,1.3356536,"143 lor 2 toa payoh, singapore 310143"
"3079",3079,"  Blk 112 Lengkong Tiga Singapore","5-Room","Improved"," Built-1989","125 sqm / $526 psf(Built)","$708,000","Resale",103.9112673,1.3234906,"112 lengkong tiga, block 112, singapore 410112"
"3080",3080,"  Blk 433B Sengkang West Way Singapore","5-Room","Improved"," Built-2014","113 sqm / $471 psf(Built)","$573,000","Resale",103.8776645,1.3942122,"433b sengkang w way, singapore 792433"
"3081",3081,"  Blk 117 Clementi Street 13 Singapore","4-Room","Model A"," Built-1984","104 sqm / $491 psf(Built)","$550,000","Resale",103.7715062,1.3245029,"117 clementi street 13, block 117, singapore 120117"
"3082",3082,"  Blk 622B Punggol Central Singapore","2-Room","Na"," Built-2014","46 sqm / $535 psf(Built)","$265,000","Resale",103.9118846,1.4000277,"622b punggol central, singapore 822622"
"3083",3083,"  Blk 414 Ang Mo Kio Avenue 10 Singapore","4-Room","New Generation"," Built-1980","91 sqm / $382 psf(Built)","$375,000","Resale",103.8536456,1.3640848,"414 ang mo kio ave 10, block 414, singapore 560414"
"3084",3084,"  Blk 88 Telok Blangah Heights Singapore","5-Room","Improved"," Built-2003","110 sqm / $699 psf(Built)","$828,000","Resale",103.808268,1.2774773,"88 telok blangah heights, block 88, singapore 100088"
"3085",3085,"  Blk 20 Marine Terrace Singapore","4-Room","Improved"," Built-1975","88 sqm / $506 psf(Built)","$480,000","Resale",103.9148975,1.3040113,"20 marine terrace, block 20, singapore 440020"
"3086",3086,"  Blk 632B Punggol Drive Singapore","4-Room","Model A"," Built-2007","92 sqm / $434 psf(Built)","$430,000","Resale",103.913163,1.40083,"632b punggol dr, singapore 822632"
"3087",3087,"  Blk 205B Compassvale Lane Singapore","HDB Executive","Maisonette"," Built-1999","143 sqm / $466 psf(Built)","$718,000","Resale",103.896732,1.385557,"205b compassvale ln, singapore 542205"
"3088",3088,"  Blk 87 Dawson Road Singapore","3-Room","Model A"," Built-2016","64 sqm / $1,056 psf(Built)","$728,000","Resale",103.8099048,1.2960052,"87 dawson rd, singapore 141087"
"3089",3089,"  Blk 649 Pasir Ris Drive 10 Singapore","HDB Executive","Apartment"," Built-1995","146 sqm / $405 psf(Built)","$638,000","Resale",103.9383953,1.378508,"649 pasir ris drive 10, block 649, singapore 510649"
"3090",3090,"  Blk 803 Chai Chee Road Singapore","5-Room","Model A"," Built-1993","128 sqm / $493 psf(Built)","$680,000","Resale",103.922709,1.3241751,"803 chai chee rd, block 803, singapore 460803"
"3091",3091,"  Blk 258C Punggol Field Singapore","5-Room","Improved"," Built-2016","112 sqm / $522 psf(Built)","$630,000","Resale",103.8963197,1.4041341,"258c punggol field, singapore"
"3092",3092,"  Blk 190 Punggol Central Singapore","HDB Executive","Apartment"," Built-2004","128 sqm / $406 psf(Built)","$560,000","Resale",103.9105503,1.3995532,"190 punggol central, singapore 820190"
"3093",3093,"  Blk 162 Mei Ling Street Singapore","3-Room","Improved"," Built-1970","66 sqm / $518 psf(Built)","$368,000","Resale",103.8027214,1.2921875,"162 mei ling st, singapore 140162"
"3094",3094,"  Blk 504 Bedok North Street 3 Singapore","3-Room","Model A"," Built-1978","69 sqm / $387 psf(Built)","$288,000","Resale",103.9323222,1.3318724,"504 bedok north street 3, block 504, singapore 460504"
"3095",3095,"  Blk 476B Upper Serangoon View Singapore","4-Room","Model A"," Built-2016","92 sqm / $515 psf(Built)","$510,000","Resale",103.9042263,1.3773564,"476b upper serangoon view, singapore 531476"
"3096",3096,"  Blk 51 Telok Blangah Drive Singapore","4-Room","New Generation"," Built-1978","92 sqm / $484 psf(Built)","$480,000","Resale",103.8100806,1.2735257,"51 telok blangah dr, block 51, singapore 100051"
"3097",3097,"  Blk 449 Hougang Avenue 10 Singapore","HDB Executive","Maisonette"," Built-1991","145 sqm / $475 psf(Built)","$742,888","Resale",103.8951804,1.3788331,"449 hougang ave 10, singapore 530449"
"3098",3098,"  Blk 178 Edgefield Plains Singapore","5-Room","Improved"," Built-2003","112 sqm / $373 psf(Built)","$450,000","Resale",103.9087588,1.3993866,"178 edgefield plains, singapore 820178"
"3099",3099,"  Blk 206 MARSILING DRIVE Singapore","3-Room","New Generation"," Built-1980","68 sqm / $382 psf(Built)","$280,000","Resale",103.7733621,1.4453471,"206 marsiling dr, singapore 730206"
"3100",3100,"  Blk 670B Edgefield Plains Singapore","5-Room","Improved"," Built-2016","113 sqm / $559 psf(Built)","$680,000","Resale",103.9133916,1.4053002,"edgefield plains, singapore 821671"
"3101",3101,"  Blk 808C Chai Chee Road Singapore","4-Room","Model A"," Built-1984","88 sqm / $631 psf(Built)","$598,000","Resale",103.9233711,1.327395,"808c chai chee rd, singapore 463808"
"3102",3102,"  Blk 613A Punggol Drive Singapore","4-Room","Model A"," Built-2012","93 sqm / $469 psf(Built)","$470,000","Resale",103.9079192,1.4045769,"613a punggol dr, singapore 821613"
"3103",3103,"  Blk 473A Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2016","112 sqm / $497 psf(Built)","$600,000","Resale",103.9003069,1.3767753,"473a upper serangoon cres, singapore 531473"
"3104",3104,"  Blk 311C Trivelis Singapore","4-Room","Dbss"," Built-2015","80 sqm / $889 psf(Built)","$765,888","Resale",103.7655694,1.3191667,"311a clementi ave 4, singapore 121311"
"3105",3105,"  Blk 51 Telok Blangah Drive Singapore","4-Room","New Generation"," Built-1978","92 sqm / $484 psf(Built)","$480,000","Resale",103.8100806,1.2735257,"51 telok blangah dr, block 51, singapore 100051"
"3106",3106,"  Blk 690 Jurong West Central 1 Singapore","5-Room","Improved"," Built-1998","119 sqm / $413 psf(Built)","$530,000","Resale",103.7067447,1.3413112,"690 jurong west central 1, block 690, singapore 640690"
"3107",3107,"  Blk 6 Lorong Lew Lian Singapore","4-Room","New Generation"," Built-1978","98 sqm / $453 psf(Built)","$478,000","Resale",103.8772913,1.3494464,"6 lor lew lian, block 6, singapore 531006"
"3108",3108,"  Blk 84 Lorong 2 Toa Payoh Singapore","4-Room","Model A"," Built-1997","105 sqm / $664 psf(Built)","$750,000","Resale",103.847793,1.3352337,"84 lor 2 toa payoh, singapore 310084"
