"","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","address"
"3109",3109,"  Blk 980D Buangkok Crescent Singapore","5-Room","Standard"," Built-2003","110 sqm / $371 psf(Built)","$440,000","Resale",103.8809583,1.3804415,"980d buangkok cres, block 980d, singapore 536980"
"3110",3110,"  Blk 748A Belvia Singapore","4-Room","Model A"," Built-2014","87 sqm / $693 psf(Built)","$648,888","Resale",103.9213614,1.3365339,"747a bedok reservoir cres, singapore 471747"
"3111",3111,"  Blk 470C Fernvale Link Singapore","4-Room","Model A"," Built-2015","92 sqm / $483 psf(Built)","$479,000","Resale",103.8792443,1.3963755,"470c fernvale link, singapore 793470"
"3112",3112,"  Blk 405C Fernvale Lane Singapore","4-Room","Model A"," Built-2004","93 sqm / $419 psf(Built)","$420,000","Resale",103.8734177,1.3892925,"405c fernvale ln, block 405c, singapore 793405"
"3113",3113,"  Blk 871 Yishun Street 81 Singapore","5-Room","Improved"," Built-1988","122 sqm / $371 psf(Built)","$488,000","Resale",103.8375217,1.4129233,"871 yishun street 81, block 871, singapore 760871"
"3114",3114,"  Blk 573 Hougang Street 51 Singapore","4-Room","Model A"," Built-1997","100 sqm / $399 psf(Built)","$430,000","Resale",103.8876207,1.3773635,"573 hougang street 51, block 573, singapore 530573"
"3115",3115,"  Blk 673B Edgefield Plains Singapore","3-Room","Model A"," Built-2015","65 sqm / $557 psf(Built)","$390,000","Resale",103.9110911,1.4069768,"673b edgefield plains, singapore 822673"
"3116",3116,"  Blk 748C Belvia Singapore","5-Room","Design & Built"," Built-2014","105 sqm / $672 psf(Built)","$760,000","Resale",103.9213614,1.3365339,"747a bedok reservoir cres, singapore 471747"
"3117",3117,"  Blk 58 Strathmore Avenue Singapore","4-Room","Model A"," Built-2000","85 sqm / $795 psf(Built)","$728,000","Resale",103.8106905,1.2932038,"58 strathmore ave, block 58, singapore 142058"
"3118",3118,"  Blk 663A Punggol Drive Singapore","5-Room","Improved"," Built-2016","110 sqm / $523 psf(Built)","$620,000","Resale",103.9176164,1.4004133,"663a punggol dr, singapore 821663"
"3119",3119,"  Blk 405C Fernvale Lane Singapore","4-Room","Model A"," Built-2004","93 sqm / $419 psf(Built)","$420,000","Resale",103.8734177,1.3892925,"405c fernvale ln, block 405c, singapore 793405"
"3120",3120,"  Blk 310C Punggol Walk Singapore","5-Room","Model A"," Built-2016","112 sqm / $555 psf(Built)","$670,000","Resale",103.8999638,1.4096731,"310 c punggol walk, singapore 822310"
"3121",3121,"  Blk 85A Lorong 4 Toa Payoh Singapore","3-Room","Improved"," Built-1972","35 sqm / $994 psf(Built)","$370,000","Resale",103.8492944,1.3363302,"85a lor 4 toa payoh, singapore 311085"
"3122",3122,"  Blk 383 Bukit Batok West Avenue 5 Singapore","4-Room","Model A"," Built-2005","90 sqm / $438 psf(Built)","$425,000","Resale",103.7521786,1.3622966,"383 bukit batok west ave 5, block 383, singapore 650383"
"3123",3123,"  Blk 678C Punggol Drive Singapore","5-Room","Model A"," Built-2005","113 sqm / $492 psf(Built)","$599,000","Resale",103.9094825,1.4063452,"678c punggol dr, singapore 823678"
"3124",3124,"  Blk 665A Punggol Drive Singapore","4-Room","Premium Apartment"," Built-2016","93 sqm / $484 psf(Built)","$485,000","Resale",103.9138341,1.4021164,"665a punggol dr, singapore 821665"
"3125",3125,"  Blk 669C Jurong West Street 64 Singapore","HDB Executive","Multi Generation"," Built-2000","130 sqm / $398 psf(Built)","$558,000","Resale",103.702718,1.3433487,"669c jurong west street 64, block 669c, singapore 643669"
"3126",3126,"  Blk 6B Boon Tiong Road Singapore","4-Room","Standard"," Built-2003","100 sqm / $789 psf(Built)","$849,000","Resale",103.8309096,1.2866383,"6b boon tiong rd, block 6b, singapore 165006"
"3127",3127,"  Blk 111 Bishan Street 12 Singapore","4-Room","Simplified"," Built-1986","84 sqm / $641 psf(Built)","$580,000","Resale",103.8481197,1.347053,"111 bishan street 12, block 111, singapore 570111"
"3128",3128,"  Blk 427 Choa Chu Kang Avenue 4 Singapore","4-Room","Model A"," Built-1992","104 sqm / $402 psf(Built)","$450,000","Resale",103.7397325,1.3808769,"427 choa chu kang ave 4, block 427, singapore 680427"
"3129",3129,"  Blk 6 Lorong Lew Lian Singapore","4-Room","Standard"," Built-1978","98 sqm / $440 psf(Built)","$465,000","Resale",103.8772913,1.3494464,"6 lor lew lian, block 6, singapore 531006"
"3130",3130,"  Blk 663A Punggol Drive Singapore","5-Room","Improved"," Built-2016","110 sqm / $523 psf(Built)","$620,000","Resale",103.9176164,1.4004133,"663a punggol dr, singapore 821663"
"3131",3131,"  Blk 308C Punggol Walk Singapore","4-Room","Model A"," Built-2015","92 sqm / $565 psf(Built)","$560,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"3132",3132,"  Blk 217B Sumang Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $515 psf(Built)","$510,000","Resale",103.895051,1.4023824,"217b sumang walk, singapore 821258"
"3133",3133,"  Blk 676 Hougang Avenue 8 Singapore","4-Room","Simplified"," Built-1986","84 sqm / $387 psf(Built)","$350,000","Resale",103.8839963,1.3716708,"676 hougang ave 8, block 676, singapore 530676"
"3134",3134,"  Blk 38 Beo Crescent Singapore","4-Room","Model A"," Built-1971","110 sqm / $557 psf(Built)","$660,000","Resale",103.8271961,1.2886331,"38 beo cres, block 38, singapore 160038"
"3135",3135,"  Blk 890A Tampines Avenue 1 Singapore","4-Room","Model A"," Built-2015","93 sqm / $534 psf(Built)","$535,000","Resale",103.9341207,1.3466119,"890a tampines ave 1, singapore 521899"
"3136",3136,"  Blk 135 Bishan Street 12 Singapore","5-Room","Improved"," Built-1987","121 sqm / $491 psf(Built)","$640,000","Resale",103.851245,1.3445821,"135 bishan street 12, block 135, singapore 570135"
"3137",3137,"  Blk 124 Bishan Street 12 Singapore","4-Room","Simplified"," Built-1987","84 sqm / $591 psf(Built)","$535,000","Resale",103.8510185,1.3463772,"124 bishan street 12, block 124, singapore 570124"
"3138",3138,"  Blk 308C Punggol Walk Singapore","5-Room","Improved"," Built-2016","112 sqm / $570 psf(Built)","$688,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"3139",3139,"  Blk 310B Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $543 psf(Built)","$538,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"3140",3140,"  Blk 9 City View @ Boon Keng Singapore","5-Room","Improved"," Built-2011","107 sqm / $806 psf(Built)","$928,800","Resale",103.8613001,1.3160945,"9 boon keng rd, singapore 330009"
"3141",3141,"  Blk 583 Pasir Ris Street 53 Singapore","HDB Executive","Apartment"," Built-1995","147 sqm / $455 psf(Built)","$720,000","Resale",103.9469842,1.375765,"583 pasir ris street 53, block 583, singapore 510583"
"3142",3142,"  Blk 808A Chai Chee Road Singapore","4-Room","Model A"," Built-2016","93 sqm / $609 psf(Built)","$610,000","Resale",103.9238701,1.3270006,"808a chai chee rd, singapore 461808"
"3143",3143,"  Blk 6B Boon Tiong Road Singapore","4-Room","Standard"," Built-2003","100 sqm / $789 psf(Built)","$849,000","Resale",103.8309096,1.2866383,"6b boon tiong rd, block 6b, singapore 165006"
"3144",3144,"  Blk 29 Marine Crescent Singapore","5-Room","Simplified"," Built-1975","120 sqm / $541 psf(Built)","$700,000","Resale",103.9132209,1.3028142,"29 marine cres, block 29, singapore 440029"
"3145",3145,"  Blk 563 Ang Mo Kio Avenue 3 Singapore","3-Room","New Generation"," Built-1980","92 sqm / $402 psf(Built)","$398,000","Resale",103.8579939,1.3698464,"563 ang mo kio ave 3, block 563, singapore 560563"
"3146",3146,"  Blk 130 Edgedale Plains Singapore","5-Room","Improved"," Built-2003","111 sqm / $384 psf(Built)","$460,000","Resale",103.909791,1.393372,"130 edgedale plains, singapore"
"3147",3147,"  Blk 404 Serangoon Avenue 1 Singapore","4-Room","Model A"," Built-1989","105 sqm / $520 psf(Built)","$588,000","Resale",103.8723988,1.3469122,"404 serangoon ave 1, block 404, singapore 550404"
"3148",3148,"  Blk 530C Pasir Ris One Singapore","4-Room","Model A"," Built-2015","86 sqm / $809 psf(Built)","$750,000","Resale",103.9501566,1.3716643,"530c pasir ris dr 1, singapore 513530"
"3149",3149,"  Blk 112 Lengkong Tiga Singapore","5-Room","Improved"," Built-1989","125 sqm / $526 psf(Built)","$708,000","Resale",103.9112673,1.3234906,"112 lengkong tiga, block 112, singapore 410112"
"3150",3150,"  Blk 114 Lorong 1 Toa Payoh Singapore","3-Room","Improved"," Built-1967","65 sqm / $414 psf(Built)","$290,000","Resale",103.8443152,1.3409248,"114 lor 1 toa payoh, block 114, singapore 310114"
"3151",3151,"  Blk 672D Edgefield Plains Singapore","4-Room","Model A"," Built-2015","90 sqm / $490 psf(Built)","$475,000","Resale",103.9108192,1.4077116,"672d edgefield plains, singapore 824672"
"3152",3152,"  Blk 53 Commonwealth 10 Singapore","4-Room","Model A"," Built-2015","93 sqm / $784 psf(Built)","$785,000","Resale",103.7975539,1.2994128,"10 commonwealth dr, blk 53, singapore"
"3153",3153,"  Blk 523D Tampines Central 7 Singapore","4-Room","Model A"," Built-2015","93 sqm / $614 psf(Built)","$615,000","Resale",103.9388692,1.3596675,"523d tampines central 7, singapore 528597"
"3154",3154,"  Blk 526B Pasir Ris Street 51 Singapore","4-Room","Standard"," Built-2015","93 sqm / $524 psf(Built)","$525,000","Resale",103.9470485,1.3678981,"526b pasir ris street 51, singapore 512526"
"3155",3155,"  Blk 777 Pasir Ris Street 71 Singapore","5-Room","Improved"," Built-1996","127 sqm / $395 psf(Built)","$540,000","Resale",103.9372622,1.3751087,"777 pasir ris street 71, singapore 510777"
"3156",3156,"  Blk 179 Bukit Batok West Avenue 8 Singapore","4-Room","Standard"," Built-1985","96 sqm / $387 psf(Built)","$400,000","Resale",103.7421789,1.3457669,"179 bukit batok west ave 8, block 179, singapore 650179"
"3157",3157,"  Blk 180C Rivervale Crescent Singapore","4-Room","Model A"," Built-2015","93 sqm / $394 psf(Built)","$395,000","Resale",103.9096411,1.3895416,"180c rivervale cres, singapore 543180"
"3158",3158,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $935 psf(Built)","$835,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"3159",3159,"  Blk 29 Marine Crescent Singapore","5-Room","Simplified"," Built-1975","120 sqm / $620 psf(Built)","$800,000","Resale",103.9132209,1.3028142,"29 marine cres, block 29, singapore 440029"
"3160",3160,"  Blk 668A Edgefield Plains Singapore","5-Room","Improved"," Built-2016","113 sqm / $549 psf(Built)","$668,000","Resale",103.912517,1.4049474,"668a edgefield plains, waterway ridges, singapore 821668"
"3161",3161,"  Blk 310A Punggol Walk Singapore","5-Room","Model A"," Built-2016","112 sqm / $579 psf(Built)","$699,000","Resale",103.9014544,1.4089416,"310a punggol walk, singapore 821310"
"3162",3162,"  Blk 172 Lorong 1 Toa Payoh Singapore","5-Room","Improved"," Built-1995","120 sqm / $619 psf(Built)","$800,000","Resale",103.8430508,1.3303878,"172 lor 1 toa payoh, block 172, singapore 310172"
"3163",3163,"  Blk 432B Sengkang West Way Singapore","3-Room","Model A"," Built-2014","67 sqm / $499 psf(Built)","$360,000","Resale",103.877224,1.3939569,"432b sengkang w way, singapore 792432"
"3164",3164,"  Blk 429 Clementi Avenue 3 Singapore","4-Room","New Generation"," Built-1978","91 sqm / $510 psf(Built)","$499,999","Resale",103.7628152,1.3129137,"429 clementi ave 3, block 429, singapore 120429"
"3165",3165,"  Blk 208B Punggol Place Singapore","4-Room","New Generation"," Built-2014","92 sqm / $484 psf(Built)","$480,000","Resale",103.9012024,1.4014398,"208b punggol pl, singapore 822208"
"3166",3166,"  Blk 143 Tampines Street 12 Singapore","5-Room","Model A"," Built-1984","133 sqm / $412 psf(Built)","$590,000","Resale",103.9436301,1.3480349,"143 tampines street 12, block 143, singapore 520143"
"3167",3167,"  Blk 217B Compassvale Drive Singapore","5-Room","Model A"," Built-2016","112 sqm / $580 psf(Built)","$700,000","Resale",103.8940843,1.3893303,"217b compassvale dr, singapore 542217"
"3168",3168,"  Blk 62A Strathmore Avenue Singapore","5-Room","Improved"," Built-2011","","$888,000","Resale",103.8114769,1.2944327,"62a strathmore ave, singapore 142062"
"3169",3169,"  Blk 601 Jurong West Street 62 Singapore","4-Room","Model A"," Built-1999","94 sqm / $385 psf(Built)","$390,000","Resale",103.7001843,1.3397004,"601 jurong west street 62, block 601, singapore 640601"
"3170",3170,"  Blk 747B Belvia Singapore","4-Room","Model A1"," Built-2019","86 sqm / $750 psf(Built)","$695,000","Resale",103.9213614,1.3365339,"747a bedok reservoir cres, singapore 471747"
"3171",3171,"  Blk 183 Bedok North Road Singapore","4-Room","Model A"," Built-2005","92 sqm / $631 psf(Built)","$625,000","Resale",103.9418172,1.3263854,"183 bedok north rd, block 183, singapore 460183"
"3172",3172,"  Blk 139 Rivervale Street Singapore","HDB Executive","Apartment"," Built-1999","143 sqm / $448 psf(Built)","$690,000","Resale",103.9042309,1.3883984,"139 rivervale st, singapore 540139"
"3173",3173,"  Blk 143 Mei Ling Street Singapore","4-Room","Model A"," Built-1995","109 sqm / $554 psf(Built)","$650,000","Resale",103.8046457,1.2935116,"143 mei ling st, block 143, singapore 140143"
"3174",3174,"  Blk 476B Upper Serangoon View Singapore","4-Room","Model A"," Built-2016","92 sqm / $515 psf(Built)","$510,000","Resale",103.9042263,1.3773564,"476b upper serangoon view, singapore 531476"
"3175",3175,"  Blk 77 Marine Drive Singapore","5-Room","Model A"," Built-1977","120 sqm / $563 psf(Built)","$728,000","Resale",103.9085536,1.3019995,"77 marine dr, block 77, singapore 440077"
"3176",3176,"  Blk 205 Toa Payoh North Singapore","3-Room","Improved(modified)"," Built-1973","65 sqm / $411 psf(Built)","$288,000","Resale",103.8482103,1.3421469,"205 toa payoh n, block 205, singapore 310205"
"3177",3177,"  Blk 45 Circuit Road Singapore","3-Room","Standard"," Built-1971","52 sqm / $446 psf(Built)","$250,000","Resale",103.8860803,1.3264855,"45 circuit rd, block 45, singapore 370045"
"3178",3178,"  Blk 468C Fernvale Link Singapore","5-Room","Improved"," Built-2016","113 sqm / $489 psf(Built)","$595,000","Resale",103.8776721,1.3967331,"468c fernvale link, singapore 793468"
"3179",3179,"  Blk 137 Potong Pasir Avenue 3 Singapore","3-Room","Model A"," Built-1984","74 sqm / $499 psf(Built)","$398,000","Resale",103.8660365,1.3337978,"137 potong pasir ave 3, block 137, singapore 350137"
"3180",3180,"  Blk 842 Sims Avenue Singapore","HDB Executive","Maisonette"," Built-1985","147 sqm / $575 psf(Built)","$910,000","Resale",103.9017566,1.3179794,"842 sims ave, block 842, singapore 400842"
"3181",3181,"  Blk 673B Edgefield Plains Singapore","3-Room","Model A"," Built-2015","65 sqm / $557 psf(Built)","$390,000","Resale",103.9110911,1.4069768,"673b edgefield plains, singapore 822673"
"3182",3182,"  Blk 214 Bedok North Street 1 Singapore","3-Room","Model A"," Built-1980","68 sqm / $498 psf(Built)","$365,000","Resale",103.9324808,1.3259269,"214 bedok north street 1, singapore 460214"
"3183",3183,"  Blk 470C Fernvale Link Singapore","4-Room","Model A"," Built-2015","92 sqm / $483 psf(Built)","$479,000","Resale",103.8792443,1.3963755,"470c fernvale link, singapore 793470"
"3184",3184,"  Blk 471 Jurong West Street 41 Singapore","HDB Executive","Maisonette"," Built-1984","151 sqm / $369 psf(Built)","$600,000","Resale",103.7222452,1.3485733,"471 jurong west street 41, block 471, singapore 640471"
"3185",3185,"  Blk 90 Tanglin Halt Road Singapore","4-Room","Improved"," Built-2008","90 sqm / $743 psf(Built)","$720,000","Resale",103.7990313,1.3006381,"90 tanglin halt rd, blk90, singapore 141090"
"3186",3186,"  Blk 266A Punggol Way Singapore","5-Room","Improved"," Built-2015","112 sqm / $547 psf(Built)","$660,000","Resale",103.8979281,1.4059388,"punggol way, singapore 821266"
"3187",3187,"  Blk 122B Sengkang East Way Singapore","HDB Executive","Apartment"," Built-2000","131 sqm / $404 psf(Built)","$570,000","Resale",103.9066353,1.3871802,"122b sengkang e way, singapore 542122"
"3188",3188,"  Blk 131 Bedok North Avenue 3 Singapore","4-Room","New Generation"," Built-1978","92 sqm / $409 psf(Built)","$405,000","Resale",103.9357439,1.3269324,"131 bedok north ave 3, block 131, singapore 460131"
"3189",3189,"  Blk 108 Yishun Ring Road Singapore","3-Room","Built-1985",NA,"67 sqm / $457 psf(Built)","$330,000","Resale",103.8290981,1.432342,"108 yishun ring rd, singapore 760108"
"3190",3190,"  Blk 82 Redhill Lane Singapore","5-Room","Model A"," Built-1996","124 sqm / $636 psf(Built)","$850,000","Resale",103.8194978,1.2874326,"82 redhill ln, block 82, singapore 150082"
"3191",3191,"  Blk 887 Tampines Street 81 Singapore","5-Room","Improved"," Built-1988","122 sqm / $418 psf(Built)","$550,000","Resale",103.9320276,1.3503718,"887 tampines street 81, block 887, singapore 520887"
"3192",3192,"  Blk 12 Joo Seng Heights Singapore","4-Room","Model A"," Built-1984","113 sqm / $368 psf(Built)","$448,000","Resale",103.8791035,1.3358198,"12 joo seng rd, singapore 360012"
"3193",3193,"  Blk 86 Dawson Road Singapore","4-Room","Premium Apartment"," Built-2016","83 sqm / $977 psf(Built)","$873,000","Resale",103.8103377,1.2956741,"86 dawson rd, singapore 141086"
"3194",3194,"  Blk 6B Boon Tiong Road Singapore","4-Room","Standard"," Built-2003","100 sqm / $789 psf(Built)","$849,000","Resale",103.8309096,1.2866383,"6b boon tiong rd, block 6b, singapore 165006"
"3195",3195,"  Blk 308A Punggol Walk Singapore","5-Room","Premium Apartment"," Built-2016","112 sqm / $597 psf(Built)","$720,000","Resale",103.9005963,1.4076123,"308a punggol walk, singapore 821308"
"3196",3196,"  Blk 405C Fernvale Lane Singapore","4-Room","Model A"," Built-2004","93 sqm / $419 psf(Built)","$420,000","Resale",103.8734177,1.3892925,"405c fernvale ln, block 405c, singapore 793405"
"3197",3197,"  Blk 310C Punggol Walk Singapore","5-Room","Model A"," Built-2016","112 sqm / $555 psf(Built)","$670,000","Resale",103.8999638,1.4096731,"310 c punggol walk, singapore 822310"
"3198",3198,"  Blk 107B Edgefield Plains Singapore","5-Room","Improved"," Built-2003","110 sqm / $388 psf(Built)","$460,000","Resale",103.9072085,1.3968255,"107b edgefield plains, singapore 822107"
"3199",3199,"  Blk 668B Edgefield Plains Singapore","4-Room","Standard"," Built-2016","93 sqm / $517 psf(Built)","$518,000","Resale",103.9130631,1.4048962,"668b edgefield plains, singapore 822668"
