"","Address","Info","Area","Price"
"240","  Blk 131B Kim Tian Road","4 Room •Model A • Built-2002","91 sqm / $702 psf(Built)","$688,000"
"241","  Blk 184 Jelebu Road","HDB Executive •Apartment • Built-2003","124 sqm / $554 psf(Built)","$740,000"
"242","  Blk 88 Telok Blangah Heights","5 Room •Model A • Built-2003","110 sqm / $699 psf(Built)","$828,000"
"243","  Blk 118B Jalan Membina","5 Room •Improved • Built-2001","110 sqm / $760 psf(Built)","$900,000"
"244","  Blk 20 Kallang","5 Room •Model A • ","131 sqm / $531 psf(Built)","$750,000"
"245","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $789 psf(Built)","$849,000"
"246","  Blk 341 Tampines Street 33","5 Room •Improved • Built-1995","127 sqm / $386 psf(Built)","$528,000"
"247","  Blk 89 Dawson Road","4 Room •Standard • Built-2016","95 sqm / $928 psf(Built)","$950,000"
"248","  Blk 67 Telok Blangah Drive","5 Room •Simplified • Built-1978","118 sqm / $480 psf(Built)","$610,000"
"249","  Blk 306A Anchorvale Link","5 Room •Improved • Built-2002","110 sqm / $421 psf(Built)","$499,000"
"250","  Blk 303B Punggol Central","4 Room •New Generation • Built-2010","93 sqm / $574 psf(Built)","$575,000"
"251","  Blk 416C Fernvale Link","5 Room •Model A • Built-2016","112 sqm / $497 psf(Built)","$600,000"
"252","  Blk 530C Pasir Ris One","4 Room •Model A • Built-2015","86 sqm / $701 psf(Built)","$650,000"
"253","  Blk 622C Punggol Central","4 Room •Model A • Built-2014","95 sqm / $444 psf(Built)","$455,000"
"254","  Blk 557 Choa Chu Kang North 6","HDB Executive •Apartment • Built-1996","146 sqm / $356 psf(Built)","$560,000"
"255","  Blk 473A Upper Serangoon Crescent","5 Room •Improved • Built-2016","112 sqm / $497 psf(Built)","$600,000"
"256","  Blk 476C Upper Serangoon View","5 Room •Built-2016","112 sqm / $580 psf(Built)","$700,000"
"257","  Blk 509A Wellington Circle","5 Room •Improved • Built-2004","110 sqm / $358 psf(Built)","$425,000"
"258","  Blk 946 Tampines Avenue 4","5 Room •Improved • Built-1988","122 sqm / $495 psf(Built)","$650,000"
"259","  Blk 40 Circuit Road","2 Room •Standard • Built-1971","47 sqm / $434 psf(Built)","$220,000"
"260","  Blk 308A Punggol Walk","5 Room •Model A • Built-2016","112 sqm / $597 psf(Built)","$720,000"
"261","  Blk 518 Pasir Ris Street 52","5 Room •Improved • Built-1993","129 sqm / $437 psf(Built)","$608,000"
"262","  Blk 229 Lorong 8 Toa Payoh","5 Room •Improved • Built-1976","114 sqm / $444 psf(Built)","$545,000"
"263","  Blk 93 Dawson Road","5 Room •Model A • Built-2016","122 sqm / $822 psf(Built)","$1,080,000"
"264","  Blk 311B Trivelis","4 Room •Standard • Built-2014","80 sqm / $917 psf(Built)","$790,000"
"265","  Blk 128 Pasir Ris Street 11","HDB Executive •Maisonette • Built-1988","146 sqm / $424 psf(Built)","$668,000"
"266","  Blk 633 Ang Mo Kio Avenue 6","4 Room •New Generation • Built-1985","93 sqm / $399 psf(Built)","$400,000"
"267","  Blk 310B Punggol Walk","5 Room •Standard • Built-2016","112 sqm / $547 psf(Built)","$659,999"
"268","  Blk 268C Punggol Field","4 Room •Model A • Built-2013","97 sqm / $522 psf(Built)","$545,000"
"269","  Blk 228 Bishan Street 23","4 Room •Model A • Built-1992","105 sqm / $504 psf(Built)","$570,000"
"270","  Blk 475D Parkland Residences","4 Room •Model A • Built-2014","92 sqm / $606 psf(Built)","$600,000"
"271","  Blk 139 Potong Pasir Avenue 3","3 Room •Model A • Built-1984","74 sqm / $483 psf(Built)","$385,000"
"272","  Blk 671 Hougang Avenue 8","4 Room •Model A • Built-1987","104 sqm / $356 psf(Built)","$399,000"
"273","  Blk 605 Senja Road","4 Room •Model A • Built-1999","99 sqm / $581 psf(Built)","$620,000"
"274","  Blk 443 Ang Mo Kio Avenue 10","3 Room •New Generation • Built-1979","67 sqm / $427 psf(Built)","$308,000"
"275","  Blk 151 Bishan Street 11","4 Room •Simplified • Built-1989","93 sqm / $449 psf(Built)","$450,000"
"276","  Blk 138D Lake Vista @ Yuan Ching","3 Room •Standard • Built-2014","67 sqm / $721 psf(Built)","$520,000"
"277","  Blk 522C Tampines Central 7","3 Room •Model A • Built-2015","93 sqm / $584 psf(Built)","$585,000"
"278","  Blk 291 Bishan Street 24","4 Room •Model A • Built-1998","104 sqm / $536 psf(Built)","$600,000"
"279","  Blk 118C Jalan Membina","4 Room •Model A • Built-2003","91 sqm / $816 psf(Built)","$800,000"
"280","  Blk 86 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $1,047 psf(Built)","$935,000"
"281","  Blk 4 Holland Close","3 Room •Improved • Built-1974","65 sqm / $542 psf(Built)","$380,000"
"282","  Blk 250 Kim Keat Link","5 Room •Improved • Built-1989","121 sqm / $526 psf(Built)","$686,000"
"283","  Blk 86 Dawson Road","4 Room •Model A • Built-2016","86 sqm / $1,012 psf(Built)","$938,000"
"284","  Blk 143 Lorong 2 Toa Payoh","5 Room •Improved • Built-2002","110 sqm / $616 psf(Built)","$730,000"
"285","  Blk 461 Choa Chu Kang Avenue 4","5 Room •Improved • Built-1998","123 sqm / $398 psf(Built)","$528,000"
"286","  Blk 672A Klang Lane","5 Room •Improved • Built-2002","105 sqm / $495 psf(Built)","$560,000"
"287","  Blk 671 Hougang Avenue 8","3 Room •Model A • Built-1987","74 sqm / $376 psf(Built)","$300,000"
"288","  Blk 83 Redhill Lane","4 Room •Model A • Built-1996","107 sqm / $664 psf(Built)","$765,000"
"289","  Blk 530C Pasir Ris One","4 Room •Model A • Built-2015","86 sqm / $701 psf(Built)","$650,000"
"290","  Blk 51 New Upper Changi Road","4 Room •Improved • Built-1977","84 sqm / $412 psf(Built)","$373,000"
"291","  Blk 308A Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $647 psf(Built)","$780,000"
"292","  Blk 213A Punggol Walk","5 Room •Standard • Built-2015","113 sqm / $483 psf(Built)","$588,000"
"293","  Blk 183C Boon Lay Avenue","4 Room •Model A • Built-2015","92 sqm / $484 psf(Built)","$480,000"
"294","  Blk 807A Chai Chee Road","3 Room •Model A • Built-2016","68 sqm / $710 psf(Built)","$520,000"
"295","  Blk 488D Choa Chu Kang Avenue 5","5 Room •Improved • Built-2016","113 sqm / $435 psf(Built)","$530,000"
"296","  Blk 9 MARSILING DRIVE","5 Room •Simplified • Built-1976","120 sqm / $348 psf(Built)","$450,000"
"297","  Blk 698C Hougang Street 52","HDB Executive •Multi Generation • Built-1999","141 sqm / $434 psf(Built)","$660,000"
"298","  Blk 308C Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $527 psf(Built)","$522,000"
"299","  Blk 310B Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $575 psf(Built)","$570,000"
"300","  Blk 258 Bishan Street 22","HDB Executive •Maisonette • Built-1992","155 sqm / $587 psf(Built)","$980,000"
"301","  Blk 470B Upper Serangoon Crescent","5 Room •Improved • Built-2015","112 sqm / $512 psf(Built)","$618,000"
"302","  Blk 221 Bukit Batok East Avenue 3","HDB Executive •Maisonette • Built-1985","149 sqm / $373 psf(Built)","$599,000"
"303","  Blk 624A Punggol Central","4 Room •Model A • Built-2014","95 sqm / $487 psf(Built)","$498,888"
"304","  Blk 117 Edgefield Plains","5 Room •Model A • Built-2003","112 sqm / $402 psf(Built)","$485,000"
"305","  Blk 9 Jalan Kukoh","3 Room •Improved • Built-1982","66 sqm / $659 psf(Built)","$468,000"
"306","  Blk 293C Compassvale Crescent","4 Room •Model A • Built-2015","93 sqm / $484 psf(Built)","$485,000"
"307","  Blk 336 Ubi Avenue 1","5 Room •Improved • Built-1986","120 sqm / $406 psf(Built)","$525,000"
"308","  Blk 644 Ang Mo Kio Avenue 4","3 Room •Model A • Built-1980","89 sqm / $385 psf(Built)","$369,000"
"309","  Blk 86 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $918 psf(Built)","$820,000"
"310","  Blk 91 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $1,005 psf(Built)","$898,000"
"311","  Blk 475D Parkland Residences","4 Room •Model A • Built-2014","92 sqm / $655 psf(Built)","$649,000"
"312","  Blk 61A Strathmore Avenue","4 Room •Model A • Built-2011","96 sqm / $762 psf(Built)","$788,000"
"313","  Blk 665B Punggol Drive","4 Room •Model A • Built-2016","93 sqm / $549 psf(Built)","$550,000"
"314","  Blk 31 Marine Crescent","3 Room •Improved • Built-1975","65 sqm / $570 psf(Built)","$399,000"
"315","  Blk 56 Cassia Crescent","4 Room •Model A • Built-1998","98 sqm / $663 psf(Built)","$699,000"
"316","  Blk 708 Tampines Street 71","5 Room •Improved • Built-1997","119 sqm / $441 psf(Built)","$565,000"
"317","  Blk 308A Punggol Walk","4 Room •Model A • Built-2015","92 sqm / $543 psf(Built)","$538,000"
"318","  Blk 275A Jurong West Street 25","4 Room •Model A • Built-2002","90 sqm / $379 psf(Built)","$368,000"
"319","  Blk 526D Pasir Ris Street 51","5 Room •Improved • Built-2015","113 sqm / $534 psf(Built)","$650,000"
"320","  Blk 216 Serangoon Avenue 4","5 Room •Improved • Built-1985","121 sqm / $522 psf(Built)","$680,000"
"321","  Blk 216 Serangoon Avenue 4","5 Room •Improved • Built-1985","121 sqm / $522 psf(Built)","$680,000"
"322","  Blk 634A Senja Road","4 Room •Standard • Built-2015","93 sqm / $449 psf(Built)","$450,000"
"323","  Blk 139A The Peak @ Toa Payoh","5 Room •Improved • Built-2012","110 sqm / $802 psf(Built)","$950,000"
"324","  Blk 808C Chai Chee Road","4 Room •New Generation • Built-2015","88 sqm / $628 psf(Built)","$595,000"
"325","  Blk 557 Choa Chu Kang North 6","HDB Executive •Apartment • Built-1996","146 sqm / $356 psf(Built)","$560,000"
"326","  Blk 308A Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $579 psf(Built)","$699,000"
"327","  Blk 506 Pasir Ris Street 52","HDB Executive •Apartment • Built-1993","145 sqm / $466 psf(Built)","$728,000"
"328","  Blk 767 Bedok Reservoir View","5 Room •Model A • Built-2000","115 sqm / $483 psf(Built)","$599,000"
"329","  Blk 9 Jalan Kukoh","3 Room •Improved • Built-1982","66 sqm / $659 psf(Built)","$468,000"
"330","  Blk 4 Queens Road","3 Room •Improved • Built-1974","73 sqm / $545 psf(Built)","$428,888"
"331","  Blk 58 Strathmore Avenue","4 Room •Model A • Built-2000","85 sqm / $795 psf(Built)","$728,000"
"332","  Blk 6 Marine Terrace","3 Room •Improved • Built-1975","65 sqm / $657 psf(Built)","$460,000"
"333","  Blk 216B Compassvale Drive","4 Room •Model A • Built-2016","92 sqm / $656 psf(Built)","$650,000"
"334","  Blk 364 Clementi Avenue 2","3 Room •New Generation(modified) • Built-1978","67 sqm / $443 psf(Built)","$320,000"
"335","  Blk 649 Pasir Ris Drive 10","HDB Executive •Apartment • Built-1995","145 sqm / $408 psf(Built)","$638,000"
"336","  Blk 468C Fernvale Link","5 Room •Improved • Built-2016","113 sqm / $489 psf(Built)","$595,000"
"337","  Blk 139A The Peak @ Toa Payoh","5 Room •Improved • Built-2012","110 sqm / $802 psf(Built)","$950,000"
"338","  Blk 2 Dover Road","3 Room •Improved • Built-2020","65 sqm / $407 psf(Built)","$285,000"
"339","  Blk 946 Tampines Avenue 4","5 Room •Improved • Built-1988","122 sqm / $495 psf(Built)","$650,000"
"340","  Blk 105 Bishan Street 12","4 Room •Model A • Built-1985","105 sqm / $601 psf(Built)","$680,000"
"341","  Blk 266C Punggol Way","4 Room •Model A • Built-2015","92 sqm / $484 psf(Built)","$480,000"
"342","  Blk 332C Anchorvale Link","5 Room •Model A • Built-2015","112 sqm / $497 psf(Built)","$600,000"
"343","  Blk 21 Bedok South Road","5 Room •Standard • Built-1976","117 sqm / $515 psf(Built)","$649,000"
"344","  Blk 8 Marine Terrace","3 Room •Improved(modified) • Built-1975","65 sqm / $557 psf(Built)","$390,000"
"345","  Blk 93 Dawson Road","4 Room •Na • Built-2016","87 sqm / $918 psf(Built)","$860,000"
"346","  Blk 415B Fernvale Link","5 Room •Improved • Built-2016","113 sqm / $434 psf(Built)","$528,000"
"347","  Blk 271B Sengkang Central","4 Room •Model A • Built-2010","93 sqm / $547 psf(Built)","$548,000"
"348","  Blk 93 Dawson Road","4 Room •Model A • Built-2015","83 sqm / $938 psf(Built)","$838,000"
"349","  Blk 64 New Upper Changi Road","4 Room •New Generation • Built-1977","92 sqm / $401 psf(Built)","$397,000"
"350","  Blk 36 Cassia Crescent","3 Room •Improved • Built-1986","59 sqm / $611 psf(Built)","$388,000"
"351","  Blk 12 Jalan Bukit Merah","4 Room •Model A • Built-1996","103 sqm / $521 psf(Built)","$578,000"
"352","  Blk 807C Chai Chee Road","5 Room •Model A • Built-2015","113 sqm / $657 psf(Built)","$800,000"
"353","  Blk 199A Punggol Field","5 Room •Improved • Built-2003","110 sqm / $388 psf(Built)","$460,000"
"354","  Blk 346 Tampines Street 33","4 Room •Model A • Built-1996","107 sqm / $373 psf(Built)","$430,000"
"355","  Blk 539 Ang Mo Kio Avenue 10","5 Room •Improved • Built-1980","118 sqm / $405 psf(Built)","$515,000"
"356","  Blk 63A Lengkok Bahru","4 Room •Standard • Built-2001","94 sqm / $750 psf(Built)","$760,000"
"357","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $835 psf(Built)","$899,000"
"358","  Blk 10 Teck Whye Avenue","3 Room •New Generation • Built-1978","67 sqm / $388 psf(Built)","$280,000"
"359","  Blk 132 Clarence Lane","5 Room •Improved • Built-1996","125 sqm / $707 psf(Built)","$951,000"
"360","  Blk 503 Jelapang Road","HDB Executive •Maisonette • Built-1998","145 sqm / $473 psf(Built)","$738,888"
"361","  Blk 270 Tampines Street 21","4 Room •Model A • Built-1984","105 sqm / $384 psf(Built)","$435,000"
"362","  Blk 331 Tah Ching Road","HDB Executive •Apartment • Built-1996","139 sqm / $433 psf(Built)","$648,000"
"363","  Blk 92 Dawson Road","4 Room •Na • Built-2016","97 sqm / $862 psf(Built)","$900,000"
"364","  Blk 336D Anchorvale Crescent","5 Room •Model A • Built-2015","111 sqm / $481 psf(Built)","$575,000"
"365","  Blk 60 Lorong 4 Toa Payoh","5 Room •Improved • Built-1999","120 sqm / $665 psf(Built)","$860,000"
"366","  Blk 108B Mcnair Road","5 Room •Standard • Built-2004","110 sqm / $648 psf(Built)","$768,000"
"367","  Blk 415B Fernvale Link","5 Room •Improved • Built-2016","112 sqm / $437 psf(Built)","$528,000"
"368","  Blk 515B The Premiere @ Tampines","5 Room •Improved • Built-2008","109 sqm / $673 psf(Built)","$790,000"
"369","  Blk 310B Punggol Walk","4 Room •Model A • Built-2015","92 sqm / $563 psf(Built)","$558,000"
"370","  Blk 298C Compassvale Street","HDB Executive •Apartment • Built-2001","134 sqm / $429 psf(Built)","$620,000"
"371","  Blk 54 Cassia Crescent","4 Room •New Generation • Built-1983","92 sqm / $694 psf(Built)","$599,000"
"372","  Blk 553 Pasir Ris Street 51","5 Room •Improved • Built-1992","122 sqm / $456 psf(Built)","$680,000"
"373","  Blk 131B Kim Tian Road","4 Room •Model A • Built-2002","91 sqm / $693 psf(Built)","$628,000"
"374","  Blk 808C Chai Chee Road","4 Room •Model A • Built-2016","88 sqm / $663 psf(Built)","$760,000"
"375","  Blk 63A Lengkok Bahru","4 Room •Standard • Built-2001","94 sqm / $750 psf(Built)","$518,000"
"376","  Blk 268 Bishan Street 24","4 Room •Model A • Built-1992","102 sqm / $471 psf(Built)","$500,000"
"377","  Blk 487 Pasir Ris Drive 4","5 Room •Improved • Built-1992","122 sqm / $380 psf(Built)","$850,000"
"378","  Blk 59C Geylang Bahru","5 Room •Model A • Built-1998","120 sqm / $657 psf(Built)","$899,000"
"379","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $835 psf(Built)","$526,000"
"380","  Blk 627 Senja Road","5 Room •Premium Apartment • Built-2004","110 sqm / $444 psf(Built)",NA
"381","  Blk 672A Klang Lane","5 Room •Improved • Built-2002","105 sqm / $495 psf(Built)","$560,000"
"382","  Blk 490D Choa Chu Kang Avenue 5","4 Room •Model A • Built-2016","93 sqm / $467 psf(Built)","$468,000"
"383","  Blk 556 Ang Mo Kio Avenue 10","4 Room •New Generation • Built-1980","92 sqm / $442 psf(Built)","$438,000"
"384","  Blk 666B Punggol Drive","5 Room •Improved • Built-2016","113 sqm / $592 psf(Built)","$720,000"
"385","  Blk 298A Compassvale Street","HDB Executive •Executive Apartment • Built-2001","133 sqm / $438 psf(Built)","$628,000"
"386","  Blk 518A The Premiere @ Tampines","4 Room •Model A • Built-2008","92 sqm / $634 psf(Built)","$628,000"
"387","  Blk 128 Pasir Ris Street 11","HDB Executive •Maisonette • Built-1988","146 sqm / $424 psf(Built)","$668,000"
"388","  Blk 308B Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $567 psf(Built)","$685,000"
"389","  Blk 853 Tampines Street 83","4 Room •Model A • Built-1987","105 sqm / $367 psf(Built)","$415,000"
"390","  Blk 117 Clementi Street 13","4 Room •Model A • Built-1984","104 sqm / $509 psf(Built)","$570,000"
"391","  Blk 843 Tampines Street 83","4 Room •Simplified • Built-1988","84 sqm / $440 psf(Built)","$398,000"
"392","  Blk 663A Punggol Drive","5 Room •Improved • Built-2016","110 sqm / $489 psf(Built)","$579,999"
"393","  Blk 167 Bishan Street 13","4 Room •Model A • Built-1988","104 sqm / $445 psf(Built)","$499,000"
"394","  Blk 120 Kim Tian Place","4 Room •Model A • Built-2001","101 sqm / $754 psf(Built)","$820,000"
"395","  Blk 59 Marine Terrace","3 Room •Improved • Built-1975","65 sqm / $585 psf(Built)","$410,000"
"396","  Blk 258A Compassvale Road","5 Room •Improved • Built-2001","110 sqm / $420 psf(Built)","$498,000"
"397","  Blk 131B Kim Tian Road","5 Room •Improved • Built-2002","110 sqm / $707 psf(Built)","$838,000"
"398","  Blk 710 Bedok Reservoir Road","5 Room •Improved • Built-1980","120 sqm / $352 psf(Built)","$455,000"
"399","  Blk 151 Tampines Street 12","HDB Executive •Maisonette • Built-1984","150 sqm / $526 psf(Built)","$850,000"
"400","  Blk 633 Ang Mo Kio Avenue 6","3 Room •New Generation • Built-1985","93 sqm / $399 psf(Built)","$400,000"
"401","  Blk 211C Compassvale Lane","4 Room •Model A • Built-2011","93 sqm / $434 psf(Built)","$435,000"
"402","  Blk 308A Punggol Walk","5 Room •Model A • Built-2016","112 sqm / $597 psf(Built)","$720,000"
"403","  Blk 603 Bedok Reservoir Road","5 Room •Improved • Built-1982","120 sqm / $348 psf(Built)","$450,000"
"404","  Blk 475B Parkland Residences","5 Room •Improved • Built-2014","109 sqm / $639 psf(Built)","$750,000"
"405","  Blk 153A Lorong 1 Toa Payoh","5 Room •Improved • Built-1999","121 sqm / $652 psf(Built)","$850,000"
"406","  Blk 269C Compassvale Link","4 Room •Standard • Built-2006","91 sqm / $518 psf(Built)","$508,000"
"407","  Blk 329 Jurong East Avenue 1","4 Room •Model A • Built-1983","104 sqm / $402 psf(Built)","$450,000"
"408","  Blk 220 Pasir Ris Street 21","HDB Executive •Apartment • Built-1993","152 sqm / $366 psf(Built)","$598,888"
"409","  Blk 240 Tampines Street 21","3 Room •New Generation • Built-1984","74 sqm / $489 psf(Built)","$390,000"
"410","  Blk 440B Fernvale Link","5 Room •Improved • Built-2015","113 sqm / $439 psf(Built)","$535,000"
